Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Bosnia and Herzegovina,BIH,33782,Andrej Krčmar,7,7,1,7,7,1,30,Gold medal,,29
C24,C24,34696,Ratibor Koptilin,7,7,0,7,7,2,30,Gold medal,,29
France,FRA,32053,Anatole Bouton,7,7,5,7,1,3,30,Gold medal,,29
Georgia,GEO,31784,Davit Kldiashvili,7,7,1,7,7,1,30,Gold medal,,29
Greece,HEL,34352,Kyriakos Tsourekas,7,7,1,7,7,1,30,Gold medal,,29
Hungary,HUN,34197,Ábel Szakács,7,7,2,7,7,0,30,Gold medal,,29
India,IND,34562,Rushil Mathur,7,5,2,7,7,2,30,Gold medal,,29
Islamic Republic of Iran,IRN,34253,Radin Zahedigolpayegani,7,7,1,7,7,1,30,Gold medal,,29
Japan,JPN,34157,Siwoo Kim,7,7,2,7,7,0,30,Gold medal,,29
People's Republic of China,CHN,33921,Zhewen Deng,7,7,1,5,7,3,30,Gold medal,,29
People's Republic of China,CHN,33035,Chunji Wang,7,7,7,7,0,2,30,Gold medal,,29
People's Republic of China,CHN,33923,Xianbang Wang,7,7,7,7,1,1,30,Gold medal,,29
Republic of Korea,KOR,34548,Kyungjun Park,7,7,2,7,0,7,30,Gold medal,,29
Slovakia,SVK,33381,Matej Bachniček,7,7,2,7,7,0,30,Gold medal,,29
Switzerland,SUI,32073,Felix Xu,7,7,2,7,7,0,30,Gold medal,,29
Taiwan,TWN,34414,Tien-Hui Lee,7,7,0,7,7,2,30,Gold medal,,29
Algeria,ALG,33676,Chams Eddine Abd El Ali Derreche,7,7,0,7,7,1,29,Gold medal,,47
Bosnia and Herzegovina,BIH,33766,Vuk Janković,7,7,0,7,7,1,29,Gold medal,,47
Brazil,BRA,33214,Felipe Makoto Shimamura Silva,7,7,0,7,7,1,29,Gold medal,,47
C22,C22,34694,Tseren Frantsuzov,7,7,0,7,7,1,29,Gold medal,,47
Indonesia,IDN,34570,Kevin Adi Senjaya,7,7,0,7,7,1,29,Gold medal,,47
Israel,ISR,34633,Elazar Koren,7,7,1,7,7,0,29,Gold medal,,47
Italy,ITA,33737,Enrico Zonta,7,7,3,7,5,0,29,Gold medal,,47
Kyrgyzstan,KGZ,33906,Nazar Azizbekovich Kirgizbaev,7,7,0,7,7,1,29,Gold medal,,47
Mongolia,MNG,30305,Enerelt Delgerdalai,7,7,0,7,7,1,29,Gold medal,,47
Romania,ROU,33637,Pavel Ciurea,7,7,1,4,7,3,29,Gold medal,,47
Taiwan,TWN,33560,Yu-An Cho,7,7,1,7,7,0,29,Gold medal,,47
United States of America,USA,34148,Qiao Zhang,7,7,0,5,7,3,29,Gold medal,,47
C23,C23,34695,Mikhail Iugov,7,7,1,6,7,0,28,Silver medal,,59
Hong Kong,HKG,33552,Yung Ho Kwan,7,7,2,7,5,0,28,Silver medal,,59
Israel,ISR,32036,Itamar Nir,7,7,7,7,0,0,28,Silver medal,,59
Italy,ITA,34579,Alessandro Lombardo,7,7,0,7,7,0,28,Silver medal,,59
Kazakhstan,KAZ,34441,Amirlan Amanzholov,7,7,0,7,7,0,28,Silver medal,,59
Kazakhstan,KAZ,33250,Margulan Sharel,7,7,0,7,5,2,28,Silver medal,,59
Malaysia,MAS,30481,Jer Ren Wong,7,7,0,7,7,0,28,Silver medal,,59
Mongolia,MNG,34039,Bilguungerelt Tamir,7,7,0,7,7,0,28,Silver medal,,59
Netherlands,NLD,34666,Ryan Staal,7,6,0,7,7,1,28,Silver medal,,59
Peru,PER,34688,Renato Gaitan,7,7,0,7,7,0,28,Silver medal,,59
Peru,PER,33824,Sebastian Lozada,7,5,0,7,7,2,28,Silver medal,,59
Poland,POL,34391,Antoni Mazur,7,7,0,7,7,0,28,Silver medal,,59
Romania,ROU,34539,Andrei Vila,7,7,0,7,7,0,28,Silver medal,,59
Serbia,SRB,33731,Stefan Šebez,7,7,0,7,7,0,28,Silver medal,,59
Singapore,SGP,34075,Zhi Xiang Raphael Teng,7,7,0,7,7,0,28,Silver medal,,59
Singapore,SGP,34091,Juntao Zhang,7,7,0,7,7,0,28,Silver medal,,59
United Kingdom,UNK,34585,Sam Griffiths,7,7,0,7,7,0,28,Silver medal,,59
C26,C26,34698,Ilya Zamotorin,7,7,3,7,3,0,27,Silver medal,,76
Canada,CAN,30698,Warren Bei,7,1,3,7,3,6,27,Silver medal,,76
Republic of Korea,KOR,32004,Youngbeom Jin,7,7,6,7,0,0,27,Silver medal,,76
Republic of Korea,KOR,32003,Yuchan Jung,7,7,1,7,0,5,27,Silver medal,,76
Singapore,SGP,31596,Drew Michael Terren Ramirez,7,2,1,7,7,3,27,Silver medal,,76
United States of America,USA,34151,Jordan Lefkowitz,7,7,6,7,0,0,27,Silver medal,,76
Argentina,ARG,31872,Felipe Bautista Klir,7,7,0,7,5,0,26,Silver medal,,82
Finland,FIN,31702,Aino Aulanko,7,2,2,7,7,1,26,Silver medal,,82
Hong Kong,HKG,30258,Wai Lok Lai,7,7,1,7,0,4,26,Silver medal,,82
Mongolia,MNG,34041,Tengis Odonbaatar,7,7,0,7,5,0,26,Silver medal,,82
Poland,POL,34394,Mateusz Wawrzyniak,7,2,2,7,7,1,26,Silver medal,,82
Romania,ROU,31149,David-Andrei Anghel,7,7,0,7,0,5,26,Silver medal,,82
Taiwan,TWN,33551,En-Hua Chiang,7,7,3,7,1,1,26,Silver medal,,82
Türkiye,TUR,31668,Hakan Gökdoğan,7,7,0,7,0,5,26,Silver medal,,82
Austria,AUT,30938,Martin Bierbaumer,7,2,0,7,7,2,25,Silver medal,,90
Bulgaria,BGR,31857,Marin Hristov,7,7,2,7,1,1,25,Silver medal,,90
France,FRA,32016,Oscar Fischler,7,2,0,7,7,2,25,Silver medal,,90
Hungary,HUN,34195,Pál Czanik,7,2,1,7,7,1,25,Silver medal,,90
Islamic Republic of Iran,IRN,34251,Iliya Yazdanivarzi,7,1,0,7,7,3,25,Silver medal,,90
Mexico,MEX,34386,Takumi Higashida Martínez,7,3,0,7,7,1,25,Silver medal,,90
Republic of Korea,KOR,34553,Wooju Ham,7,7,0,7,0,4,25,Silver medal,,90
Serbia,SRB,34524,Mihailo Jančević,7,1,7,0,7,3,25,Silver medal,,90
Serbia,SRB,32121,Gvozden Lapčević,7,7,1,7,3,0,25,Silver medal,,90
United Kingdom,UNK,31034,Isaac King,7,7,4,7,0,0,25,Silver medal,,90
Australia,AUS,31762,William Cheah,7,7,2,7,1,0,24,Silver medal,,100
Austria,AUT,33641,Dominik Pultar,7,1,0,7,7,2,24,Silver medal,,100
Bulgaria,BGR,34607,Bilyana Dimitrova,7,2,1,7,7,0,24,Silver medal,,100
Bulgaria,BGR,33757,Angel Hristov,7,2,0,7,7,1,24,Silver medal,,100
Canada,CAN,34591,Ryan Bai,7,1,0,7,7,2,24,Silver medal,,100
Canada,CAN,33429,Marvin Mao,7,7,3,7,0,0,24,Silver medal,,100
Czech Republic,CZE,33315,Erik Ježek,6,3,0,7,7,1,24,Silver medal,,100
France,FRA,33394,Auguste Ramondou,7,1,0,7,7,2,24,Silver medal,,100
Germany,GER,34428,Vera Lavrova,5,7,0,7,5,0,24,Silver medal,,100
Hong Kong,HKG,33553,Hok Lai Ng,7,7,0,7,3,0,24,Silver medal,,100
India,IND,31722,Arjun Gupta,7,7,2,7,0,1,24,Silver medal,,100
Islamic Republic of Iran,IRN,34254,Sepehr Alipour,7,7,0,7,1,2,24,Silver medal,,100
Italy,ITA,34577,Raffaele Botticella,7,2,0,7,7,1,24,Silver medal,,100
Kyrgyzstan,KGZ,33101,Ian Bobrus,7,3,0,7,7,0,24,Silver medal,,100
Pakistan,PAK,34016,Razzi Hasan Masroor,7,7,1,7,2,0,24,Silver medal,,100
Philippines,PHI,33608,Jerome Austin Te,7,2,1,7,7,0,24,Silver medal,,100
Republic of Korea,KOR,34552,Hyunwoo Choi,7,7,2,7,0,1,24,Silver medal,,100
Saudi Arabia,SAU,30629,Hadi Alaithan,7,7,2,7,1,0,24,Silver medal,,100
Singapore,SGP,34092,Yaoqi Zhao,7,7,2,7,1,0,24,Silver medal,,100
Slovenia,SVN,34625,Nace Hranjec,7,2,0,7,7,1,24,Silver medal,,100
Thailand,THA,34280,Siraphop Khawplad,3,7,0,7,7,0,24,Silver medal,,100
United Kingdom,UNK,34582,Haolin Zhao,7,3,0,7,7,0,24,Silver medal,,100
Uzbekistan,UZB,34109,Tulkin Jaylovov,7,5,0,7,5,0,24,Silver medal,,100
Uzbekistan,UZB,34105,Elbek Zohidjonov,7,2,1,7,7,0,24,Silver medal,,100
Vietnam,VNM,34097,Duy Tran,7,7,2,7,1,0,24,Silver medal,,100
Croatia,HRV,34644,Fabijan Cikač,7,2,0,7,7,0,23,Silver medal,,125
Cyprus,CYP,31963,Theofanis Orfanou,7,1,0,7,7,1,23,Silver medal,,125
Czech Republic,CZE,34238,David Hromádka,7,2,0,7,7,0,23,Silver medal,,125
France,FRA,34616,Solal Pivron-Djeddi,7,7,0,7,1,1,23,Silver medal,,125
Germany,GER,33570,Paul Jakob Schmidt,7,2,0,7,7,0,23,Silver medal,,125
Greece,HEL,30404,Orestis Lignos,7,7,0,7,0,2,23,Silver medal,,125
Hong Kong,HKG,34319,Zi Jie Xu,7,7,1,7,0,1,23,Silver medal,,125
Italy,ITA,34580,Simone Melis,7,7,0,1,7,1,23,Silver medal,,125
Japan,JPN,34155,Shinjiro Hamakawa,7,2,0,7,7,0,23,Silver medal,,125
Kyrgyzstan,KGZ,30861,Eldar Iskanderov,7,2,0,7,7,0,23,Silver medal,,125
New Zealand,NZL,34437,Jay Zhao,7,2,0,7,7,0,23,Silver medal,,125
People's Republic of China,CHN,33922,Yuxing Ye,7,7,2,7,0,0,23,Silver medal,,125
Poland,POL,34390,Stanisław Lada,7,1,0,7,7,1,23,Silver medal,,125
Republic of Moldova,MDA,33828,Marius Cerlat,7,7,1,7,1,0,23,Silver medal,,125
Serbia,SRB,34523,Novak Despotović,7,2,6,7,0,1,23,Silver medal,,125
Singapore,SGP,34072,Akash Thiagarajan,7,7,2,7,0,0,23,Silver medal,,125
Slovakia,SVK,34369,Lucia Chladná,7,2,0,7,7,0,23,Silver medal,,125
Thailand,THA,34281,Krittitee Naulkhao,7,7,1,7,1,0,23,Silver medal,,125
Thailand,THA,33590,Patanasang Pinijpichitkul,7,7,0,7,0,2,23,Silver medal,,125
Turkmenistan,TKM,34603,Suleyman Kochkarov,7,2,0,7,6,1,23,Silver medal,,125
Ukraine,UKR,34478,Daniil Shvaiko,7,7,1,7,1,0,23,Silver medal,,125
Vietnam,VNM,34080,Minh Hoang Tran,7,7,0,7,0,2,23,Silver medal,,125
Austria,AUT,34619,Valentin Glatz,7,7,1,7,0,0,22,Silver medal,,147
Austria,AUT,34622,William Shi,7,7,0,1,7,0,22,Silver medal,,147
Austria,AUT,33642,Jan Strehn,7,7,1,7,0,0,22,Silver medal,,147
Belgium,BEL,33682,Akram Zakine,7,7,0,7,1,0,22,Silver medal,,147
Bosnia and Herzegovina,BIH,33768,Harun Alibegović,7,1,0,7,7,0,22,Silver medal,,147
Brazil,BRA,34265,João Pedro Bandeira Lemos,7,7,0,7,0,1,22,Silver medal,,147
Brazil,BRA,34262,Pedro Henrique De Almeida Ursino,7,7,0,7,0,1,22,Silver medal,,147
Brazil,BRA,34263,Marco Aurelio Nogueira D'emidio,7,7,0,7,1,0,22,Silver medal,,147
Canada,CAN,33427,Ming Yang,7,7,0,7,0,1,22,Silver medal,,147
Croatia,HRV,34641,David Lang,6,1,0,7,7,1,22,Silver medal,,147
Croatia,HRV,34640,Kristijan Šimović,7,2,0,7,5,1,22,Silver medal,,147
Cyprus,CYP,31965,Ara Mahdessian,7,7,0,7,1,0,22,Silver medal,,147
Estonia,EST,33749,Ervin Ivanov,7,1,0,7,7,0,22,Silver medal,,147
Greece,HEL,34351,Nektarios Rafail Berkoutakis,7,1,0,7,7,0,22,Silver medal,,147
Hong Kong,HKG,33554,Sebastian Chase,7,7,0,7,1,0,22,Silver medal,,147
Hungary,HUN,34194,Mátyás Bodor,7,7,0,7,1,0,22,Silver medal,,147
Hungary,HUN,34199,Boldizsár Varga,7,7,0,7,1,0,22,Silver medal,,147
Islamic Republic of Iran,IRN,34250,Amirhossein Mohammadzadeh,7,7,0,7,1,0,22,Silver medal,,147
Israel,ISR,34631,Raz Dvora,4,7,2,7,0,2,22,Silver medal,,147
Japan,JPN,34159,Naohiro Miyahara,7,5,0,7,0,3,22,Silver medal,,147
Kazakhstan,KAZ,32026,Miron Yurkevich,7,7,0,7,0,1,22,Silver medal,,147
Kyrgyzstan,KGZ,33909,Isken Kenzhebaev,7,2,0,7,5,1,22,Silver medal,,147
Malaysia,MAS,34270,Ivan Chan Guan Yu,7,7,0,7,1,0,22,Silver medal,,147
Mexico,MEX,34388,Héctor Juan Villarreal Corona,6,0,2,7,7,0,22,Silver medal,,147
New Zealand,NZL,33328,Boning Dai,7,7,0,7,1,0,22,Silver medal,,147
New Zealand,NZL,34432,Chris Pan,7,1,0,7,7,0,22,Silver medal,,147
Poland,POL,34389,Jeremi Hyska,7,1,0,7,7,0,22,Silver medal,,147
Romania,ROU,31133,Andrei-Giovani Chiriță,7,7,1,7,0,0,22,Silver medal,,147
Romania,ROU,32105,Vlad-Titus Spătaru,7,7,0,7,0,1,22,Silver medal,,147
South Africa,SAF,34296,Ben Lucius Maree,7,1,0,7,7,0,22,Silver medal,,147
Sweden,SWE,34113,Emil Sandberg,7,1,0,7,6,1,22,Silver medal,,147
Taiwan,TWN,34357,Ting-Wei Chang,7,5,2,7,1,0,22,Silver medal,,147
Türkiye,TUR,33977,Mehmet Burak Gönül,7,7,1,7,0,0,22,Silver medal,,147
Turkmenistan,TKM,34608,Maliksha Meylismyradov,7,2,0,7,6,0,22,Silver medal,,147
Ukraine,UKR,34480,Maryna Spektrova,7,7,0,7,1,0,22,Silver medal,,147
Armenia,ARM,34231,Hayk Andriasyan,7,0,0,7,7,0,21,Bronze medal,,182
Armenia,ARM,33140,Vahan Baghdasaryan,7,7,0,7,0,0,21,Bronze medal,,182
Armenia,ARM,31993,Areg Mkrtchyan,4,2,0,7,7,1,21,Bronze medal,,182
Belarus,BLR,34190,Maksim Manastyrski,7,0,0,7,7,0,21,Bronze medal,,182
Brazil,BRA,33211,Matheus Alencar De Moraes,7,7,3,3,0,1,21,Bronze medal,,182
Canada,CAN,34589,Emily Ma,7,5,0,7,1,1,21,Bronze medal,,182
Denmark,DEN,33358,Theodor Boaz Pedersen,7,0,0,7,7,0,21,Bronze medal,,182
Georgia,GEO,34547,Rati Ratiani,7,0,0,7,7,0,21,Bronze medal,,182
Germany,GER,34425,Lars Krabbenhöft,7,7,0,7,0,0,21,Bronze medal,,182
Hungary,HUN,33262,Bernát Tarján,7,7,6,1,0,0,21,Bronze medal,,182
Indonesia,IDN,34574,Frederico Samuel Halim,7,7,0,7,0,0,21,Bronze medal,,182
Islamic Republic of Iran,IRN,34252,Parsa Saberi,7,7,0,7,0,0,21,Bronze medal,,182
Italy,ITA,34576,Edoardo Balistri,7,7,0,7,0,0,21,Bronze medal,,182
Latvia,LVA,33267,Ansis Gustavs Andersons,7,0,0,7,7,0,21,Bronze medal,,182
Mongolia,MNG,34038,Belgutei Bayar,7,7,0,7,0,0,21,Bronze medal,,182
Mongolia,MNG,34040,Manlai Sonor,7,7,0,7,0,0,21,Bronze medal,,182
New Zealand,NZL,34435,Nicholas McKinlay,7,1,0,7,6,0,21,Bronze medal,,182
North Macedonia,MKD,34408,Leonid Todoroski,7,2,0,7,5,0,21,Bronze medal,,182
Philippines,PHI,33548,Alvann Walter Paredes Dy,7,6,0,7,1,0,21,Bronze medal,,182
Philippines,PHI,34544,Luke Sebastian Sy,7,2,0,7,5,0,21,Bronze medal,,182
Poland,POL,33469,Michał Piotr Lipiec,7,7,0,7,0,0,21,Bronze medal,,182
Republic of Moldova,MDA,34422,Timur Degteari,7,0,0,7,7,0,21,Bronze medal,,182
Saudi Arabia,SAU,34211,Yosuf Bakhit,7,0,0,7,7,0,21,Bronze medal,,182
South Africa,SAF,34295,Ellen Grant-Smith,7,0,0,7,7,0,21,Bronze medal,,182
Switzerland,SUI,34493,Mark Neumann,7,0,0,7,7,0,21,Bronze medal,,182
Taiwan,TWN,31817,Chi-An Chang,7,0,0,7,7,0,21,Bronze medal,,182
Taiwan,TWN,33556,Meng-Che Hsu,7,7,0,7,0,0,21,Bronze medal,,182
Tajikistan,TJK,33291,Olimdzhon Tukhtarov,7,0,0,7,7,0,21,Bronze medal,,182
Türkiye,TUR,34122,İrem Gülce Yazgan,7,7,0,7,0,0,21,Bronze medal,,182
Ukraine,UKR,33813,Alisa Potomkina,5,2,0,7,7,0,21,Bronze medal,,182
Uzbekistan,UZB,33400,Ozodbek Akhtamov,7,7,0,7,0,0,21,Bronze medal,,182
Uzbekistan,UZB,33402,Rasulbek Gafforov,7,2,0,7,5,0,21,Bronze medal,,182
Vietnam,VNM,34082,Dang Dung Nguyen,7,7,0,7,0,0,21,Bronze medal,,182
Vietnam,VNM,34084,Tran Minh Duc Pham,6,1,0,7,7,0,21,Bronze medal,,182
Armenia,ARM,33138,Kamo Mirakyan,7,7,1,5,0,0,20,Bronze medal,,216
Bangladesh,BGD,34361,Monamy Zaman,6,1,0,7,6,0,20,Bronze medal,,216
Belgium,BEL,33680,Robin Antoine,7,1,0,7,5,0,20,Bronze medal,,216
Bulgaria,BGR,33756,Vesselin Markovich,7,2,1,7,3,0,20,Bronze medal,,216
Costa Rica,CRI,34141,Sebastian Aguilar Pineda,6,0,0,7,7,0,20,Bronze medal,,216
Costa Rica,CRI,31102,Carlos Shum Apuy,7,0,0,6,7,0,20,Bronze medal,,216
Estonia,EST,34602,Kirill Tselovalnikov,7,1,0,7,5,0,20,Bronze medal,,216
Kazakhstan,KAZ,33249,Zhan Dautov,5,7,0,7,0,1,20,Bronze medal,,216
Kazakhstan,KAZ,33248,Vladimir Rogovskiy,7,7,0,5,1,0,20,Bronze medal,,216
Netherlands,NLD,34664,Tobias Kristiansen,6,0,0,7,7,0,20,Bronze medal,,216
Saudi Arabia,SAU,34210,Mohammad Hafez,5,7,0,7,1,0,20,Bronze medal,,216
Argentina,ARG,34380,Matías Álvarez Oviedo,7,2,0,2,7,1,19,Bronze medal,,227
Ecuador,ECU,32092,Keny Carlosama,5,0,0,7,7,0,19,Bronze medal,,227
Georgia,GEO,34530,Giorgi Kekenadze,7,3,0,7,1,1,19,Bronze medal,,227
Germany,GER,34427,Christian Kraftsik,7,3,0,2,7,0,19,Bronze medal,,227
Latvia,LVA,33268,Adriāns Piliksers,7,5,0,7,0,0,19,Bronze medal,,227
Mexico,MEX,34206,José Andrés Zamora Moncada,7,4,0,7,1,0,19,Bronze medal,,227
Slovakia,SVK,34372,Samuel Vargovčík,7,1,3,0,7,1,19,Bronze medal,,227
Spain,ESP,33932,Maxim Dudik,7,5,0,7,0,0,19,Bronze medal,,227
Sweden,SWE,30835,Erik Hedin,6,2,1,2,7,1,19,Bronze medal,,227
Turkmenistan,TKM,33796,Hamza Allaberdiyev,3,7,1,7,1,0,19,Bronze medal,,227
United Kingdom,UNK,34587,Mikaeel Shah,7,2,0,7,3,0,19,Bronze medal,,227
Brazil,BRA,34264,Levi Magalhães Pereira Castello Branco,1,7,0,7,2,1,18,Bronze medal,,238
Bulgaria,BGR,34609,Boris Gachevski,7,2,0,7,1,1,18,Bronze medal,,238
Colombia,COL,33445,Alberto Lobo-Guerrero,6,0,0,7,5,0,18,Bronze medal,,238
Greece,HEL,34376,Sokratis Iliadis,7,2,1,7,1,0,18,Bronze medal,,238
Iraq,IRQ,33054,Ali Muqdad Mawlood Al-Ani,7,2,0,2,7,0,18,Bronze medal,,238
Italy,ITA,34578,Matilde Iannaccone,7,2,0,7,1,1,18,Bronze medal,,238
Malaysia,MAS,30743,Kwong Weng Loh,7,2,1,7,0,1,18,Bronze medal,,238
Malaysia,MAS,31802,Min Heng Tan,7,2,0,7,1,1,18,Bronze medal,,238
Norway,NOR,31322,David Strømme Eikeland,7,1,0,7,3,0,18,Bronze medal,,238
Norway,NOR,33415,Ivar Lee Fevang,7,2,0,2,7,0,18,Bronze medal,,238
Peru,PER,33822,Jose Rojas,7,2,0,7,0,2,18,Bronze medal,,238
Romania,ROU,34543,Aida Mitroi,4,7,0,7,0,0,18,Bronze medal,,238
Tajikistan,TJK,33563,Mashrafdzhon Inomov,7,2,0,7,1,1,18,Bronze medal,,238
Tunisia,TUN,34596,Mohamed Yassine Chebil,3,1,0,7,7,0,18,Bronze medal,,238
Albania,ALB,31921,Sirio Dafa,7,2,0,7,1,0,17,Bronze medal,,252
Argentina,ARG,34378,Emiliano Sosa,7,2,0,7,1,0,17,Bronze medal,,252
Armenia,ARM,33141,Aghasi Darbinyan,7,2,1,7,0,0,17,Bronze medal,,252
Australia,AUS,33306,Cloris Xu,7,2,0,7,1,0,17,Bronze medal,,252
Azerbaijan,AZE,34133,Sevinj Mahmudova,7,2,0,7,1,0,17,Bronze medal,,252
Bangladesh,BGD,31878,S M A Nahian,7,2,0,7,1,0,17,Bronze medal,,252
Belarus,BLR,34191,Matsvei Areshchanka,7,2,0,7,1,0,17,Bronze medal,,252
Bolivia,BOL,31175,Luis André Villan Gabriel,7,2,0,7,0,1,17,Bronze medal,,252
Colombia,COL,34650,Gabriel Santiago,7,2,0,7,1,0,17,Bronze medal,,252
Croatia,HRV,34642,Adrian Grbac Lacković,6,3,0,7,0,1,17,Bronze medal,,252
Croatia,HRV,34643,Jurica Špoljar,7,2,0,7,1,0,17,Bronze medal,,252
Finland,FIN,34636,Zhongyi Li,7,2,0,2,6,0,17,Bronze medal,,252
France,FRA,33396,Serge Bidallier,7,2,0,7,1,0,17,Bronze medal,,252
Germany,GER,33571,Leonard Kerem Kottisch,7,1,2,7,0,0,17,Bronze medal,,252
Greece,HEL,34350,Ioannis Galamatis,7,2,0,7,0,1,17,Bronze medal,,252
Hong Kong,HKG,34320,Lincoln Liu,7,2,0,7,1,0,17,Bronze medal,,252
Indonesia,IDN,34571,Ben Robinson,7,2,0,7,1,0,17,Bronze medal,,252
Japan,JPN,34156,Ryusuke Iijima,7,2,0,7,0,1,17,Bronze medal,,252
Mexico,MEX,33309,Mateo Iván Latapi Acosta,7,2,0,1,7,0,17,Bronze medal,,252
Mongolia,MNG,33351,Nursoltan Khavalbolot,7,2,0,7,0,1,17,Bronze medal,,252
Netherlands,NLD,33833,Bas Capel,3,7,0,7,0,0,17,Bronze medal,,252
Norway,NOR,33417,Vebjørn Holm-Gjerde,7,3,0,7,0,0,17,Bronze medal,,252
Peru,PER,34690,Jazmin Chavarri,7,2,0,7,1,0,17,Bronze medal,,252
Saudi Arabia,SAU,33014,Muath Alqahtani,7,2,0,7,1,0,17,Bronze medal,,252
Slovenia,SVN,34629,Luka Urbanc,7,2,0,7,0,1,17,Bronze medal,,252
South Africa,SAF,33535,Moied Baleg,7,2,0,7,1,0,17,Bronze medal,,252
Sweden,SWE,31618,John Hedin,7,1,0,7,1,1,17,Bronze medal,,252
Thailand,THA,34285,Aekkawin Wisitkiatchai,7,3,0,7,0,0,17,Bronze medal,,252
Türkiye,TUR,34023,Selim Doğan,3,2,0,7,0,5,17,Bronze medal,,252
Uzbekistan,UZB,34104,Madina Suyunova,7,2,0,7,1,0,17,Bronze medal,,252
Vietnam,VNM,34081,Van Hoang Nguyen,7,2,0,7,0,1,17,Bronze medal,,252
Argentina,ARG,33508,Ignacio Javier Naguil,7,2,0,0,7,0,16,Bronze medal,,283
Australia,AUS,33307,Iris Xu,7,2,0,7,0,0,16,Bronze medal,,283
Belgium,BEL,32050,Pierre Akin Dürrüoglu,7,2,0,7,0,0,16,Bronze medal,,283
Bosnia and Herzegovina,BIH,34418,Naida Gavranović,7,1,0,7,1,0,16,Bronze medal,,283
Bosnia and Herzegovina,BIH,34431,Adnan Osmić,7,2,0,7,0,0,16,Bronze medal,,283
Cyprus,CYP,33773,Filippos Athos Chatzichristofi,7,1,0,7,0,1,16,Bronze medal,,283
Czech Republic,CZE,34239,Pavel Hyánek,7,2,0,7,0,0,16,Bronze medal,,283
Czech Republic,CZE,34241,Veronika Menšíková,7,1,0,7,1,0,16,Bronze medal,,283
Denmark,DEN,33412,Maia Reffs Vistisen,7,2,0,7,0,0,16,Bronze medal,,283
Georgia,GEO,34535,Mirza Shanidze,7,2,0,7,0,0,16,Bronze medal,,283
Germany,GER,34429,Johannes Raitz von Frentz,7,7,0,2,0,0,16,Bronze medal,,283
Greece,HEL,33690,Dionysios Petrakis,7,2,0,7,0,0,16,Bronze medal,,283
Indonesia,IDN,34572,Raymond Christopher Tanto,7,1,0,7,1,0,16,Bronze medal,,283
Iraq,IRQ,33055,Hatem Muqdad Mawlood Al-Ani,7,2,0,7,0,0,16,Bronze medal,,283
