Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
North Macedonia,MKD,30465,Damjan Davkov,7,1,4,7,7,7,33,Gold medal,,23
Romania,ROU,35494,David Vlad Marghidan,7,7,0,7,5,7,33,Gold medal,,23
People's Republic of China,CHN,35749,Chen Yang,7,0,4,7,7,7,32,Gold medal,,28
Georgia,GEO,35215,Sandro Zhgenti,7,7,1,7,7,3,32,Gold medal,,28
Russian Federation,RUS,36272,Roman Kravchenko,7,7,2,7,7,1,31,Gold medal,,30
Singapore,SGP,35961,Yi Wang,7,7,4,7,6,0,31,Gold medal,,30
Thailand,THA,35293,Napon Apintanaphong,7,7,4,7,5,1,31,Gold medal,,30
Taiwan,TWN,35264,Ting-Cheng Hsu,7,7,3,7,7,0,31,Gold medal,,30
Canada,CAN,36320,Perry Dai,7,7,1,7,7,1,30,Gold medal,,34
India,IND,35509,Aarav Gupta,7,7,0,7,7,2,30,Gold medal,,34
Islamic Republic of Iran,IRN,36288,Ali Joonbakhsh,7,7,0,7,7,2,30,Gold medal,,34
Democratic People's Republic of Korea,PRK,35694,Ung Yol Kim,7,7,1,7,7,1,30,Gold medal,,34
Russian Federation,RUS,35544,Dmitrii Grishko,7,7,1,7,7,1,30,Gold medal,,34
Vietnam,VNM,36163,Le Nhat Nam Nguyen,7,7,3,6,7,0,30,Gold medal,,34
Australia,AUS,34174,Amber Yanfei Li,7,7,0,7,7,1,29,Gold medal,,40
Bulgaria,BGR,35404,Andrey Stefanov,7,1,0,7,7,7,29,Gold medal,,40
Germany,GER,36196,Johannes Maximilian Jacob,7,7,0,7,7,1,29,Gold medal,,40
Islamic Republic of Iran,IRN,36308,Alireza Sharifi,7,7,0,7,7,1,29,Gold medal,,40
Republic of Korea,KOR,36214,Seojin Byun,7,3,4,7,7,1,29,Gold medal,,40
Republic of Korea,KOR,36215,Seongjin Shim,7,7,0,7,7,1,29,Gold medal,,40
Malaysia,MAS,35150,Ho Janson,7,7,3,7,5,0,29,Gold medal,,40
Poland,POL,34391,Antoni Mazur,7,7,1,7,7,0,29,Gold medal,,40
Poland,POL,35163,Michał Piotr Wolny,7,7,1,7,7,0,29,Gold medal,,40
Serbia,SRB,33731,Stefan Šebez,7,7,0,6,7,2,29,Gold medal,,40
Switzerland,SUI,35479,Andrej Ševera,7,0,7,7,7,1,29,Gold medal,,40
Switzerland,SUI,34492,Jovian Soejono,7,7,0,7,7,1,29,Gold medal,,40
Slovakia,SVK,36379,Marián Kovaľ,7,1,6,7,7,1,29,Gold medal,,40
Türkiye,TUR,36124,Umut Kağan Yazgan,7,7,1,7,7,0,29,Gold medal,,40
Ukraine,UKR,35277,Oleksandr Horbunov,7,7,1,7,7,0,29,Gold medal,,40
United Kingdom,UNK,36431,Kevin Wai,7,7,0,7,7,1,29,Gold medal,,40
Austria,AUT,35503,André Tremetsberger,7,2,4,7,7,1,28,Silver medal,,56
Brazil,BRA,35819,Rafael Alves Amiune,7,7,0,7,7,0,28,Silver medal,,56
Brazil,BRA,35825,Paulo Jônatas de Oliveira Pimentel Leite,7,7,1,6,7,0,28,Silver medal,,56
Brazil,BRA,34264,Levi Magalhães Pereira Castello Branco,7,7,0,7,7,0,28,Silver medal,,56
Canada,CAN,36322,Christopher Li,7,7,0,7,7,0,28,Silver medal,,56
France,FRA,35457,Hadrien Faucheu,7,7,1,7,5,1,28,Silver medal,,56
Germany,GER,36199,Benedict Maximilian Sittig,7,7,0,7,6,1,28,Silver medal,,56
Greece,HEL,34351,Nektarios-Rafail Berkoutakis,7,7,0,7,7,0,28,Silver medal,,56
Italy,ITA,36346,Diego Barcellone,7,7,1,7,6,0,28,Silver medal,,56
Japan,JPN,35846,Ryunosuke Hara,7,7,1,7,5,1,28,Silver medal,,56
Kazakhstan,KAZ,36189,Batyrkhan Beiganov,7,7,0,7,7,0,28,Silver medal,,56
Kyrgyzstan,KGZ,35914,Ariet Akimov,7,7,0,7,7,0,28,Silver medal,,56
Malaysia,MAS,36412,Tan Rui Xuen,7,7,0,7,7,0,28,Silver medal,,56
Peru,PER,36039,Afid Mauricio,7,7,0,7,7,0,28,Silver medal,,56
Peru,PER,35095,Samir Ochoa,7,7,0,7,7,0,28,Silver medal,,56
Democratic People's Republic of Korea,PRK,35691,Hyon U Jang,7,7,0,7,7,0,28,Silver medal,,56
Democratic People's Republic of Korea,PRK,35695,Ji Won Pak,7,7,0,7,7,0,28,Silver medal,,56
Russian Federation,RUS,36276,Alexander Skvortsov,7,1,5,7,7,1,28,Silver medal,,56
Turkmenistan,TKM,36237,Agaperman Berdimyradov,7,7,4,7,3,0,28,Silver medal,,56
Vietnam,VNM,36159,Dang Nguyen Pham,7,7,3,6,5,0,28,Silver medal,,56
Brazil,BRA,35085,Erick Akira Koga,7,7,0,7,5,1,27,Silver medal,,76
Czech Republic,CZE,35222,Jakub Trčka,6,7,0,7,7,0,27,Silver medal,,76
Spain,ESP,35027,Pablo Freire Fernández,7,7,1,7,5,0,27,Silver medal,,76
Hong Kong,HKG,34319,Zi Jie Xu,7,7,4,7,2,0,27,Silver medal,,76
India,IND,34561,Kanav Talwar,7,7,1,7,5,0,27,Silver medal,,76
Republic of Korea,KOR,36212,Donghyun Kim,7,1,4,7,7,1,27,Silver medal,,76
Poland,POL,36219,Tymon Sidor,7,0,4,6,7,3,27,Silver medal,,76
Romania,ROU,36342,Mihai-Alexandru Ardelean,7,7,0,7,6,0,27,Silver medal,,76
Russian Federation,RUS,36262,Maksim Bolshakov,7,3,1,7,7,2,27,Silver medal,,76
Thailand,THA,35938,Aphiwit Channarong,7,7,1,7,5,0,27,Silver medal,,76
Tajikistan,TJK,33291,Olimdzhon Tukhtarov,7,7,1,7,5,0,27,Silver medal,,76
Ukraine,UKR,36267,Volodymyr Pryhunov,7,7,1,7,5,0,27,Silver medal,,76
Vietnam,VNM,36161,Hoang Phuong Nguyen,7,7,0,5,7,1,27,Silver medal,,76
Vietnam,VNM,36160,Dai Thanh Danh Tran,7,7,1,7,5,0,27,Silver medal,,76
Australia,AUS,35337,Jayden Lee Pan,7,1,0,7,5,6,26,Silver medal,,90
Australia,AUS,35645,Cunmeng Wang,7,7,4,7,1,0,26,Silver medal,,90
Bulgaria,BGR,36205,Aleksandar Bangachev,7,7,0,7,5,0,26,Silver medal,,90
Brazil,BRA,35818,Enzo Holanda,7,7,0,7,5,0,26,Silver medal,,90
Canada,CAN,36319,Ansh Agarwal,7,0,4,7,7,1,26,Silver medal,,90
Estonia,EST,35527,Kaarel Toomet,7,1,4,7,7,0,26,Silver medal,,90
France,FRA,36394,Mattéo Argentin,7,7,0,7,5,0,26,Silver medal,,90
Hungary,HUN,36048,Bendegúz Péter Vámosi,7,1,4,7,7,0,26,Silver medal,,90
Israel,ISR,35384,Shahar Blumentzvaig,7,7,0,7,5,0,26,Silver medal,,90
Republic of Korea,KOR,36217,Seunguk Hong,7,2,2,7,7,1,26,Silver medal,,90
Libya,LBY,33535,Moied Baleg,7,7,0,7,5,0,26,Silver medal,,90
Malaysia,MAS,35141,Yeoh Yi Shuen,7,7,0,7,5,0,26,Silver medal,,90
South Africa,SAF,34298,Eli Max Williams,7,4,0,7,7,1,26,Silver medal,,90
United Kingdom,UNK,36429,Yuvan Raja,7,3,1,7,7,1,26,Silver medal,,90
United States of America,USA,35994,Feodor Yevtushenko,7,0,4,7,7,1,26,Silver medal,,90
India,IND,36424,Sanjana Philo Chacko,7,7,0,5,6,0,25,Silver medal,,105
India,IND,36422,Bairav Murugan,7,0,4,6,7,1,25,Silver medal,,105
Kazakhstan,KAZ,36186,Timur Murat,7,0,4,7,7,0,25,Silver medal,,105
Kyrgyzstan,KGZ,35012,Arlan Sayat,7,0,4,7,7,0,25,Silver medal,,105
Sri Lanka,LKA,33434,Batugahage Don Lasitha Vishwajith Jayasinghe,7,7,1,7,3,0,25,Silver medal,,105
Mongolia,MNG,36149,Chingun Chindegsuren,7,6,0,5,7,0,25,Silver medal,,105
New Zealand,NZL,36246,Guan Han Li,7,3,0,7,7,1,25,Silver medal,,105
Philippines,PHI,33608,Jerome Austin Te,7,2,1,7,7,1,25,Silver medal,,105
Saudi Arabia,SAU,34211,Yosuf Bakheet,7,4,0,7,7,0,25,Silver medal,,105
Türkiye,TUR,34930,Ege Akgün,7,4,0,7,7,0,25,Silver medal,,105
Türkiye,TUR,34926,Mustafa Dortluoğlu,7,1,2,7,7,1,25,Silver medal,,105
Türkiye,TUR,35869,Tuğra Özbey Eratlı,7,0,4,7,7,0,25,Silver medal,,105
Armenia,ARM,35900,Hayk Manukyan,7,0,4,7,5,1,24,Silver medal,,117
Bosnia and Herzegovina,BIH,33782,Andrej Krčmar,7,7,1,7,2,0,24,Silver medal,,117
Canada,CAN,35450,Leo Wu,7,2,1,7,7,0,24,Silver medal,,117
Czech Republic,CZE,33315,Erik Ježek,7,1,4,7,5,0,24,Silver medal,,117
Spain,ESP,35029,Diego Alonso Domínguez,7,1,1,7,7,1,24,Silver medal,,117
France,FRA,36396,Malone Heim,7,0,4,7,5,1,24,Silver medal,,117
Hong Kong,HKG,35186,Tsz Sing Chong,7,2,0,7,7,1,24,Silver medal,,117
Hong Kong,HKG,33552,Yung Ho Kwan,7,1,4,6,5,1,24,Silver medal,,117
India,IND,36425,Shreya Shantanu Mundhada,7,1,1,7,7,1,24,Silver medal,,117
Malaysia,MAS,36409,Chia Ming Han,7,1,1,7,7,1,24,Silver medal,,117
Republic of Moldova,MDA,33829,Alin Popescu,7,3,0,7,7,0,24,Silver medal,,117
Peru,PER,36037,Hector Tenorio,7,7,0,7,3,0,24,Silver medal,,117
Romania,ROU,35490,David Ghibu,7,3,0,7,7,0,24,Silver medal,,117
Romania,ROU,35492,Radu-Ionut Stoleriu,7,3,0,7,7,0,24,Silver medal,,117
Serbia,SRB,35424,Petar Banović,7,7,0,7,3,0,24,Silver medal,,117
Slovenia,SVN,35519,Taras Vuk,7,3,0,7,7,0,24,Silver medal,,117
Taiwan,TWN,35981,Wen-Da Kuang,7,2,1,7,7,0,24,Silver medal,,117
Taiwan,TWN,35269,Yu-Fan Tseng,7,7,1,7,2,0,24,Silver medal,,117
Austria,AUT,34619,Valentin Glatz,7,1,0,7,7,1,23,Silver medal,,135
Bangladesh,BGD,35118,Md. Raihan Siddiquee,7,7,1,1,7,0,23,Silver medal,,135
Bulgaria,BGR,36201,Dobromir Dobrev,7,2,0,7,7,0,23,Silver medal,,135
Bosnia and Herzegovina,BIH,34431,Adnan Osmić,7,2,0,7,7,0,23,Silver medal,,135
Czech Republic,CZE,34239,Pavel Hyánek,7,4,0,7,5,0,23,Silver medal,,135
Czech Republic,CZE,34241,Veronika Menšíková,7,3,1,7,5,0,23,Silver medal,,135
France,FRA,35459,Ruirong Li,7,1,1,7,7,0,23,Silver medal,,135
France,FRA,36399,Kyrill Rovinsky,3,7,3,7,2,1,23,Silver medal,,135
Georgia,GEO,35216,Irakli Sherozia,7,2,0,7,7,0,23,Silver medal,,135
Germany,GER,35400,Clemens Böke,7,2,3,7,4,0,23,Silver medal,,135
Hong Kong,HKG,35190,Long Sze,7,2,1,7,5,1,23,Silver medal,,135
Ireland,IRL,35070,Ben Maguire,7,2,1,7,5,1,23,Silver medal,,135
Islamic Republic of Iran,IRN,36291,Seyed Amirhossein Tayyeb,7,1,0,7,7,1,23,Silver medal,,135
Kazakhstan,KAZ,36187,Ali Yerkebulanuly,7,2,0,7,7,0,23,Silver medal,,135
Kyrgyzstan,KGZ,33101,Ian Bobrus,7,1,4,7,3,1,23,Silver medal,,135
Lithuania,LTU,35352,Pijus Piekus,7,2,0,7,7,0,23,Silver medal,,135
Mongolia,MNG,35236,Khuslen Davaadorj,6,3,0,7,7,0,23,Silver medal,,135
Saudi Arabia,SAU,34721,Abdulsalam Alsulami,7,4,0,7,5,0,23,Silver medal,,135
Saudi Arabia,SAU,35837,Abdulelah Assaggaf,7,1,0,7,7,1,23,Silver medal,,135
Singapore,SGP,36001,Yuxiang Lucas Gao,7,1,1,7,7,0,23,Silver medal,,135
Singapore,SGP,35305,Zixiang Gao,7,2,0,7,5,2,23,Silver medal,,135
Serbia,SRB,36449,Nina Šušić,7,7,0,7,2,0,23,Silver medal,,135
Taiwan,TWN,35263,Bo-Cheng Huang,7,2,0,7,7,0,23,Silver medal,,135
Ukraine,UKR,36263,Ostap Hishchak,7,2,0,7,7,0,23,Silver medal,,135
Uzbekistan,UZB,36347,Dostonbek Rakhmonkulov,7,2,0,7,7,0,23,Silver medal,,135
Uzbekistan,UZB,36344,Elshod Uralov,7,2,0,7,7,0,23,Silver medal,,135
Azerbaijan,AZE,36243,Turan Musayev,7,1,0,7,7,0,22,Bronze medal,,161
Bangladesh,BGD,34363,Tahsin Khan,7,2,0,7,5,1,22,Bronze medal,,161
Bulgaria,BGR,35406,George Nikolov,7,0,1,7,7,0,22,Bronze medal,,161
Bulgaria,BGR,36202,Kiril Zulyamski,7,3,0,7,5,0,22,Bronze medal,,161
Bosnia and Herzegovina,BIH,35157,Harun Memić,7,1,0,7,7,0,22,Bronze medal,,161
Bolivia,BOL,31175,Luis André Villan Gabriel,7,7,0,6,2,0,22,Bronze medal,,161
Canada,CAN,36321,Yuxin Fu,7,1,1,7,5,1,22,Bronze medal,,161
Cuba,CUB,34900,Erick Díaz Pérez,7,1,0,7,7,0,22,Bronze medal,,161
Cuba,CUB,35593,Marcel Gamez Salvo,7,0,7,6,2,0,22,Bronze medal,,161
France,FRA,36398,Marin Renaudineau,7,3,0,7,5,0,22,Bronze medal,,161
Germany,GER,36197,Grigorii Kukanov,7,7,0,1,7,0,22,Bronze medal,,161
Hong Kong,HKG,33554,Sebastian Russell Chase,7,1,0,7,7,0,22,Bronze medal,,161
Croatia,HRV,36178,Fran Pilipović,7,4,0,7,4,0,22,Bronze medal,,161
Croatia,HRV,35436,Hrvoje Valent,7,0,4,6,5,0,22,Bronze medal,,161
Hungary,HUN,36043,Péter Aravin,7,0,4,7,4,0,22,Bronze medal,,161
Hungary,HUN,35230,Martin Holló,7,0,1,7,7,0,22,Bronze medal,,161
Islamic Republic of Iran,IRN,36310,Arsha Azizeddin,7,7,0,5,3,0,22,Bronze medal,,161
Islamic Republic of Iran,IRN,36309,Radin Nik Eghbali,7,0,0,7,7,1,22,Bronze medal,,161
Israel,ISR,36210,Daniel Priness,7,2,0,7,5,1,22,Bronze medal,,161
Japan,JPN,35847,Yusuke Hamamoto,7,1,0,7,7,0,22,Bronze medal,,161
Japan,JPN,35848,Masaki Ito,7,0,2,6,7,0,22,Bronze medal,,161
Kazakhstan,KAZ,35205,Yerassyl Altynbek,7,1,0,7,7,0,22,Bronze medal,,161
Kazakhstan,KAZ,34441,Amirlan Amanzholov,7,1,0,7,7,0,22,Bronze medal,,161
Republic of Moldova,MDA,33828,Marius Cerlat,7,0,1,6,7,1,22,Bronze medal,,161
Mexico,MEX,34386,Takumi Higashida Martínez,7,7,0,6,2,0,22,Bronze medal,,161
Mexico,MEX,36102,Juan Luis Manriquez Sequera,7,1,1,7,5,1,22,Bronze medal,,161
Mongolia,MNG,34040,Manlai Sonor,7,2,0,7,5,1,22,Bronze medal,,161
Mongolia,MNG,34039,Bilguungerelt Tamir,7,0,1,7,7,0,22,Bronze medal,,161
Netherlands,NLD,35529,Josiah 't Hart,7,1,1,7,6,0,22,Bronze medal,,161
Norway,NOR,33415,Ivar Lee Fevang,7,2,1,5,7,0,22,Bronze medal,,161
Peru,PER,36040,Kevin Pomasoncco,7,3,0,7,5,0,22,Bronze medal,,161
Democratic People's Republic of Korea,PRK,35693,Jin Ui Jang,7,3,0,7,5,0,22,Bronze medal,,161
Romania,ROU,35493,Emanuel Mazare,7,0,0,7,7,1,22,Bronze medal,,161
Romania,ROU,34539,Andrei Vila,7,7,0,1,7,0,22,Bronze medal,,161
Switzerland,SUI,36332,Yuhua Su,7,1,0,7,7,0,22,Bronze medal,,161
Slovakia,SVK,36380,Šimon Dafčík,7,0,1,7,7,0,22,Bronze medal,,161
Slovakia,SVK,34370,Rudolf Kusý,7,0,0,5,7,3,22,Bronze medal,,161
Slovenia,SVN,35515,Andraž Čadež,7,1,1,7,6,0,22,Bronze medal,,161
Sweden,SWE,35076,Vladyslav Levchenko,7,1,0,7,7,0,22,Bronze medal,,161
Thailand,THA,35296,Dawn Sawangsap,7,1,0,7,7,0,22,Bronze medal,,161
Ukraine,UKR,36268,Dmytro Smohol,7,1,0,7,7,0,22,Bronze medal,,161
United Kingdom,UNK,35480,Adavya Goyal,7,0,0,7,7,1,22,Bronze medal,,161
United Kingdom,UNK,36428,Anango Prabhat,7,1,0,7,6,1,22,Bronze medal,,161
United Kingdom,UNK,34481,Mykhailo Sydorenko,7,1,0,7,7,0,22,Bronze medal,,161
Albania,ALB,34853,Marius Gjika,7,2,0,7,5,0,21,Bronze medal,,205
Bangladesh,BGD,35123,M. Zamiul Hossain,7,2,0,5,7,0,21,Bronze medal,,205
Canada,CAN,35451,Tiger Li,7,0,0,7,7,0,21,Bronze medal,,205
Finland,FIN,34636,Zhongyi Li,7,3,0,7,4,0,21,Bronze medal,,205
Greece,HEL,35287,Lazaros Karageorgiou,7,1,4,7,2,0,21,Bronze medal,,205
Croatia,HRV,34645,Emil Missoni,7,0,0,7,7,0,21,Bronze medal,,205
Islamic Republic of Iran,IRN,36311,Arian Zandi,7,0,0,7,7,0,21,Bronze medal,,205
Israel,ISR,36207,Michael Cohen,7,0,2,7,4,1,21,Bronze medal,,205
Israel,ISR,36209,Elad Even-Shani,7,0,0,7,5,2,21,Bronze medal,,205
Italy,ITA,35476,Marius Stologan,7,0,3,6,5,0,21,Bronze medal,,205
Kazakhstan,KAZ,33250,Margulan Sharel,7,1,1,6,5,1,21,Bronze medal,,205
Kyrgyzstan,KGZ,33911,Sultan Musakhodzhaev,7,3,0,7,4,0,21,Bronze medal,,205
Mexico,MEX,35252,Javier Caram Quiros,7,1,0,6,7,0,21,Bronze medal,,205
Mongolia,MNG,36146,Anu Altangerel,7,3,0,6,5,0,21,Bronze medal,,205
Democratic People's Republic of Korea,PRK,35692,Thae Gwon Han,7,0,0,7,7,0,21,Bronze medal,,205
Serbia,SRB,36451,Egor Gramatchikov,7,7,0,7,0,0,21,Bronze medal,,205
Tajikistan,TJK,34862,Mekhrubon Yusupov,7,1,0,7,6,0,21,Bronze medal,,205
Turkmenistan,TKM,36239,Hemra Gurbanov,7,0,0,7,7,0,21,Bronze medal,,205
Tunisia,TUN,34598,Mohamed Karim Boualleg,7,2,0,7,5,0,21,Bronze medal,,205
Türkiye,TUR,34023,Selim Doğan,7,0,0,7,6,1,21,Bronze medal,,205
Taiwan,TWN,35982,Yu-Chen Ma,7,1,4,7,2,0,21,Bronze medal,,205
United States of America,USA,35999,Oron Wang,7,0,1,7,5,1,21,Bronze medal,,205
Armenia,ARM,34914,Arsen Makaryan,7,3,0,5,5,0,20,Bronze medal,,227
Australia,AUS,35623,Liam Celinski,7,0,0,7,6,0,20,Bronze medal,,227
Australia,AUS,35631,Kevin Tang,7,4,0,7,2,0,20,Bronze medal,,227
Austria,AUT,34443,Dinmukhamed Yegeubayev,7,4,0,7,2,0,20,Bronze medal,,227
Bulgaria,BGR,36203,Bozhidar Sakarev,7,1,0,7,5,0,20,Bronze medal,,227
Belarus,BLR,35202,Dzianis Vistunou,7,1,0,4,7,1,20,Bronze medal,,227
Colombia,COL,36300,Jholger Enriquez,7,1,0,7,5,0,20,Bronze medal,,227
Colombia,COL,34650,Gabriel Santiago,7,1,0,7,5,0,20,Bronze medal,,227
Georgia,GEO,35213,Tevdore Onashvili,7,3,0,7,3,0,20,Bronze medal,,227
Germany,GER,36195,Ben Fischer,7,0,1,7,5,0,20,Bronze medal,,227
Germany,GER,36198,David Kurniady,7,1,0,6,5,1,20,Bronze medal,,227
Hungary,HUN,34194,Mátyás Bodor,7,1,0,7,5,0,20,Bronze medal,,227
Iceland,ISL,35777,Patrek Ragnarsson,7,0,1,7,5,0,20,Bronze medal,,227
Israel,ISR,36208,Yuval Yaul,7,4,0,2,7,0,20,Bronze medal,,227
Malaysia,MAS,34270,Ivan Chan Guan Yu,7,0,1,6,6,0,20,Bronze medal,,227
Peru,PER,33822,Jose Rojas,5,3,0,7,5,0,20,Bronze medal,,227
Poland,POL,36005,Antoni Nowosielski,7,4,0,7,2,0,20,Bronze medal,,227
Switzerland,SUI,33720,Hongjia Meng,7,7,0,1,5,0,20,Bronze medal,,227
Uzbekistan,UZB,34105,Elbek Zohidjonov,7,3,0,6,4,0,20,Bronze medal,,227
Vietnam,VNM,36162,Manh Hung Ha,7,4,0,7,2,0,20,Bronze medal,,227
Argentina,ARG,36035,Iair Grebnicoff,7,0,0,7,5,0,19,Bronze medal,,247
Bangladesh,BGD,35120,Jawad Hameem Chowdhury,7,4,0,7,1,0,19,Bronze medal,,247
Bangladesh,BGD,34361,Monamy Zaman,7,3,0,7,2,0,19,Bronze medal,,247
Belarus,BLR,35178,Stefaniya Shuturminskaya,7,1,0,7,4,0,19,Bronze medal,,247
Czech Republic,CZE,35986,Martin Bryja,7,0,1,7,4,0,19,Bronze medal,,247
Estonia,EST,34384,Sherkhan Torekhanov,7,1,0,7,4,0,19,Bronze medal,,247
Hungary,HUN,36049,Zalán Vigh,3,1,0,7,7,1,19,Bronze medal,,247
Mexico,MEX,35253,Iker Torres Terrazas,6,1,0,7,5,0,19,Bronze medal,,247
Netherlands,NLD,36131,Tobias Piet,7,0,0,7,5,0,19,Bronze medal,,247
Norway,NOR,35174,Skomantas Urbonas,7,3,0,7,2,0,19,Bronze medal,,247
Saudi Arabia,SAU,35839,Elyas Alfaraj,7,1,1,7,3,0,19,Bronze medal,,247
Serbia,SRB,36448,Pavle Damjanović,7,0,4,7,1,0,19,Bronze medal,,247
Thailand,THA,35939,Ethan Chen,7,0,0,7,5,0,19,Bronze medal,,247
Turkmenistan,TKM,34608,Maliksha Meylismyradov,7,3,0,7,2,0,19,Bronze medal,,247
Türkiye,TUR,35891,Alperen İnan,7,3,0,6,3,0,19,Bronze medal,,247
Ukraine,UKR,36265,Volodymyr Grin,7,1,0,7,4,0,19,Bronze medal,,247
Armenia,ARM,35898,Tigran Akheyan,7,1,0,7,3,0,18,Bronze medal,,263
Belgium,BEL,36330,Changzhi Michel Yang,7,2,0,7,2,0,18,Bronze medal,,263
Belarus,BLR,36361,Evgeniy Lippa,7,0,0,7,4,0,18,Bronze medal,,263
Brazil,BRA,35821,José Elias Padovan Britto,7,1,0,5,5,0,18,Bronze medal,,263
Estonia,EST,35520,Ivan Dukatš,3,6,0,7,2,0,18,Bronze medal,,263
Estonia,EST,36016,Hendrik Jaska,7,0,4,6,1,0,18,Bronze medal,,263
Finland,FIN,35954,Mikko Ylinen,7,2,1,7,1,0,18,Bronze medal,,263
Hong Kong,HKG,36086,Xi Yue Chen,7,2,0,7,2,0,18,Bronze medal,,263
Indonesia,IDN,36099,Jayden Jurianto,7,1,0,5,5,0,18,Bronze medal,,263
Italy,ITA,35471,Anna Kazhamiakina,7,1,1,7,2,0,18,Bronze medal,,263
Japan,JPN,35849,Soichiro Kitano,7,1,1,1,7,1,18,Bronze medal,,263
Kyrgyzstan,KGZ,35916,Timur Akeneev,7,1,0,5,5,0,18,Bronze medal,,263
Latvia,LVA,36454,Ēriks Ariels Šulzingers,7,1,0,7,3,0,18,Bronze medal,,263
Mexico,MEX,36101,Sebastián Montemayor Trujillo,5,0,1,7,5,0,18,Bronze medal,,263
North Macedonia,MKD,34410,Ivano Bozhinovski,7,7,0,1,3,0,18,Bronze medal,,263
Portugal,POR,36079,Afonso Pereira Valentim,7,1,0,7,3,0,18,Bronze medal,,263
Saudi Arabia,SAU,35838,Abdullah Alamer,7,2,0,7,2,0,18,Bronze medal,,263
Singapore,SGP,34072,Akash Thiagarajan,7,0,1,5,5,0,18,Bronze medal,,263
Slovenia,SVN,36443,Martin Alojz Flisar,7,0,1,6,4,0,18,Bronze medal,,263
Thailand,THA,34284,Kiattipoom Sicharoen,7,2,0,7,2,0,18,Bronze medal,,263
Argentina,ARG,35130,Bruno Fiszelew,7,1,0,7,2,0,17,Bronze medal,,283
Argentina,ARG,35131,Manuel Galli,7,2,0,6,2,0,17,Bronze medal,,283
Armenia,ARM,34913,Sargis Arakelyan,7,2,0,7,1,0,17,Bronze medal,,283
Armenia,ARM,35903,Aren Grigoryan,7,0,0,7,3,0,17,Bronze medal,,283
Belgium,BEL,34500,Thomas Audenaert,7,1,0,7,2,0,17,Bronze medal,,283
Bangladesh,BGD,36225,Mohammed Marzuq Rahman,7,2,0,6,2,0,17,Bronze medal,,283
Belarus,BLR,36359,Marat Tahil,7,1,0,7,2,0,17,Bronze medal,,283
Belarus,BLR,36356,Aliaksei Valiantsiuk,7,1,0,7,2,0,17,Bronze medal,,283
Belarus,BLR,36357,Yauheni Vermeyenka,7,1,0,7,2,0,17,Bronze medal,,283
Cyprus,CYP,34511,Philippos Rouvas,7,1,1,7,1,0,17,Bronze medal,,283
Spain,ESP,35871,Alejandro Zuate Gasparotto,7,1,0,7,2,0,17,Bronze medal,,283
Estonia,EST,33749,Ervin Ivanov,7,1,0,7,2,0,17,Bronze medal,,283
Estonia,EST,35524,Kristjan Lepp,7,0,1,7,1,1,17,Bronze medal,,283
Greece,HEL,36221,Ioannis Melissourgos,7,1,0,7,2,0,17,Bronze medal,,283
