Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Thailand,THA,31909,Worrawat Rungaramsin,7,7,2,7,7,0,30,Silver medal,,84
Türkiye,TUR,30841,Barış Koyuncu,7,7,2,7,7,0,30,Silver medal,,84
United Kingdom,UNK,31034,Isaac King,7,7,2,7,7,0,30,Silver medal,,84
Vietnam,VNM,31916,Hoang Son Pham,7,7,1,7,7,1,30,Silver medal,,84
Armenia,ARM,30329,Vahagn Hovhannisyan,7,7,2,7,6,0,29,Silver medal,,112
Azerbaijan,AZE,30070,Toghrul Abbasov,6,7,2,7,7,0,29,Silver medal,,112
Bosnia and Herzegovina,BIH,31249,Benjamin Mujkić,7,7,1,7,7,0,29,Silver medal,,112
Bosnia and Herzegovina,BIH,29132,Boris Stanković,7,7,1,7,7,0,29,Silver medal,,112
Bosnia and Herzegovina,BIH,30375,Jovan Vuković,7,7,1,7,7,0,29,Silver medal,,112
Brazil,BRA,31877,Rodrigo Salgado Domingos Porto,7,7,1,7,7,0,29,Silver medal,,112
Bulgaria,BGR,31858,Ivan Tagarev,7,7,1,7,7,0,29,Silver medal,,112
Czech Republic,CZE,30569,Matouš Šafránek,7,7,0,7,1,7,29,Silver medal,,112
Estonia,EST,29906,Kristjan-Erik Kahu,7,7,1,7,6,1,29,Silver medal,,112
France,FRA,32053,Anatole Bouton,7,7,1,7,7,0,29,Silver medal,,112
France,FRA,30812,Mano Étilé-Zéphoris,7,7,0,7,7,1,29,Silver medal,,112
France,FRA,29865,Alec Le Helloco,6,7,2,7,5,2,29,Silver medal,,112
Germany,GER,31843,Boldizsár Mann,7,7,1,7,7,0,29,Silver medal,,112
Greece,HEL,31649,Panagiotis Liampas,7,7,0,7,7,1,29,Silver medal,,112
Hong Kong,HKG,31153,Chun Hei Yiu,7,7,1,7,7,0,29,Silver medal,,112
Islamic Republic of Iran,IRN,31949,Amir Mohammad Bandari Masoole,7,7,1,7,7,0,29,Silver medal,,112
Italy,ITA,32098,Massimo Gasparini,7,7,2,7,6,0,29,Silver medal,,112
Kazakhstan,KAZ,32026,Miron Yurkevich,7,7,1,7,7,0,29,Silver medal,,112
Lithuania,LTU,30947,Paulius Aleknavičius,7,7,1,7,7,0,29,Silver medal,,112
Mongolia,MNG,31933,Bilegdemberel Bat-Amgalan,7,7,2,7,4,2,29,Silver medal,,112
New Zealand,NZL,30779,He (James) Xu,6,7,1,7,7,1,29,Silver medal,,112
North Macedonia,MKD,30465,Damjan Davkov,7,7,0,7,7,1,29,Silver medal,,112
North Macedonia,MKD,30866,Nikola Spirovski,7,7,1,7,7,0,29,Silver medal,,112
Portugal,POR,29987,Tiago Duarte Mourão,7,7,1,7,7,0,29,Silver medal,,112
Republic of Moldova,MDA,29818,Dan Cernatinschi,7,7,0,7,7,1,29,Silver medal,,112
Singapore,SGP,31601,Hao Xiang Gabriel Goh,7,7,1,7,6,1,29,Silver medal,,112
Singapore,SGP,31596,Drew Michael Terren Ramirez,7,7,1,7,7,0,29,Silver medal,,112
Singapore,SGP,31599,Xinyue Wu,7,7,0,7,7,1,29,Silver medal,,112
Slovakia,SVK,31611,Eliška Macáková,7,7,2,7,5,1,29,Silver medal,,112
Thailand,THA,31906,Sirawit Pipittanaban,7,7,1,7,7,0,29,Silver medal,,112
Türkiye,TUR,31668,Hakan Gökdoğan,7,7,1,7,7,0,29,Silver medal,,112
Türkiye,TUR,30842,Şevket Onur Yılmaz,7,7,1,7,7,0,29,Silver medal,,112
Ukraine,UKR,31006,Sviatoslav Denyskov,7,7,0,7,7,1,29,Silver medal,,112
Vietnam,VNM,31914,Dai Duong Nguyen,7,7,1,7,7,0,29,Silver medal,,112
Argentina,ARG,30582,Nicolás Ricci,7,7,1,7,6,0,28,Bronze medal,,146
Australia,AUS,31762,William Cheah,7,7,0,7,7,0,28,Bronze medal,,146
Australia,AUS,29719,Zian Shang,7,7,0,7,7,0,28,Bronze medal,,146
Azerbaijan,AZE,31312,Fidan Garayeva,7,7,0,7,7,0,28,Bronze medal,,146
Azerbaijan,AZE,32112,Jalil Huseynov,7,7,0,7,7,0,28,Bronze medal,,146
Azerbaijan,AZE,31313,Amin Jafarzade,7,7,0,7,7,0,28,Bronze medal,,146
Bulgaria,BGR,31860,Bozhidar Dimitrov,7,7,0,7,7,0,28,Bronze medal,,146
Canada,CAN,31975,James Yang,7,7,0,7,7,0,28,Bronze medal,,146
Denmark,DEN,29057,Mikkel Sigurd Ebbesen Haagh,7,7,1,7,6,0,28,Bronze medal,,146
Germany,GER,31092,Timo Lörke,7,7,1,7,6,0,28,Bronze medal,,146
Greece,HEL,30404,Orestis Lignos,7,7,0,7,7,0,28,Bronze medal,,146
Greece,HEL,31053,Emmanouil Petrakis,7,7,0,7,7,0,28,Bronze medal,,146
Greece,HEL,31650,Georgios Tzachristas,7,7,0,7,7,0,28,Bronze medal,,146
Hong Kong,HKG,30258,Wai Lok Lai,7,6,0,7,7,1,28,Bronze medal,,146
Hungary,HUN,31604,Márton Seres-Szabó,7,7,1,7,6,0,28,Bronze medal,,146
India,IND,31722,Arjun Gupta,7,3,2,7,7,2,28,Bronze medal,,146
India,IND,31724,Adhitya Mangudy Venkata Ganesh,7,7,0,7,7,0,28,Bronze medal,,146
Indonesia,IDN,31897,Sandy Kristian Waluyo,7,7,0,7,7,0,28,Bronze medal,,146
Italy,ITA,32099,Pietro Gualdi,6,7,0,7,7,1,28,Bronze medal,,146
Japan,JPN,31376,Yuji Kitayama,7,7,0,7,7,0,28,Bronze medal,,146
Kazakhstan,KAZ,32030,Adilet Abu,7,7,0,7,7,0,28,Bronze medal,,146
Kazakhstan,KAZ,32009,Adilet Zauytkhan,7,7,0,7,7,0,28,Bronze medal,,146
Macau,MAC,31216,Chon Hou Ye,6,7,1,7,7,0,28,Bronze medal,,146
Malaysia,MAS,28212,Chaang Tze Shen Tristan,7,7,1,7,6,0,28,Bronze medal,,146
Mexico,MEX,31780,Rogelio Guerrero Reyes,7,7,0,7,7,0,28,Bronze medal,,146
Mongolia,MNG,31932,Munkhtselmeg Battsengel,7,7,0,7,7,0,28,Bronze medal,,146
Mongolia,MNG,30305,Enerelt Delgerdalai,7,7,1,7,5,1,28,Bronze medal,,146
Mongolia,MNG,30663,Saikhanbileg Tsogtgerel,7,7,0,7,7,0,28,Bronze medal,,146
Poland,POL,31116,Antoni Buraczewski,7,3,0,7,7,4,28,Bronze medal,,146
Poland,POL,31634,Mateusz Rajs,7,7,2,7,5,0,28,Bronze medal,,146
Portugal,POR,29391,Tiago Oliveira Marques,7,7,0,7,7,0,28,Bronze medal,,146
Republic of Moldova,MDA,30771,Marius Sclearuc,7,7,0,7,6,1,28,Bronze medal,,146
Saudi Arabia,SAU,30630,Mohammed Aldubaisi,7,7,0,7,7,0,28,Bronze medal,,146
Saudi Arabia,SAU,30631,Ali Alramadan,7,7,0,7,7,0,28,Bronze medal,,146
Singapore,SGP,30577,Shevonne Chia,7,6,0,7,7,1,28,Bronze medal,,146
Switzerland,SUI,29872,Mathys Douma,7,7,0,7,7,0,28,Bronze medal,,146
Switzerland,SUI,29179,Yanta Wang,7,7,0,7,7,0,28,Bronze medal,,146
Tajikistan,TJK,30087,Raufjon Dadabaev,7,7,0,7,6,1,28,Bronze medal,,146
Ukraine,UKR,32138,Anton Havryliuk,7,7,2,7,5,0,28,Bronze medal,,146
Vietnam,VNM,31915,Tien Nguyen Hoang,6,7,1,7,7,0,28,Bronze medal,,146
Vietnam,VNM,31241,Ngoc Binh Vu,7,7,2,7,5,0,28,Bronze medal,,146
Armenia,ARM,31987,Vahram Asatryan,7,7,0,7,6,0,27,Bronze medal,,187
Armenia,ARM,30199,Hayk Karapetyan,7,7,1,7,4,1,27,Bronze medal,,187
Australia,AUS,31760,Sizhe Pan,7,7,1,7,5,0,27,Bronze medal,,187
Australia,AUS,31757,Christopher Tran,7,7,0,7,6,0,27,Bronze medal,,187
Belarus,BLR,31943,Mikita Shutro,7,6,0,7,7,0,27,Bronze medal,,187
Brazil,BRA,31879,Eduardo Henrique Rodrigues do Nascimento,7,7,0,7,6,0,27,Bronze medal,,187
Colombia,COL,30194,Lorenzo Sarria,7,7,1,7,5,0,27,Bronze medal,,187
Croatia,HRV,32135,Namik Agić,7,7,0,7,6,0,27,Bronze medal,,187
Croatia,HRV,32136,Janko Bušelić,7,7,0,7,6,0,27,Bronze medal,,187
Croatia,HRV,32134,Patrick Pavić,7,7,7,0,5,1,27,Bronze medal,,187
Estonia,EST,29905,Ralf Joosep Kask,7,6,1,7,6,0,27,Bronze medal,,187
Finland,FIN,29139,Juho Arala,7,7,0,7,6,0,27,Bronze medal,,187
France,FRA,32016,Oscar Fischler,7,7,0,7,6,0,27,Bronze medal,,187
Georgia,GEO,31964,David Memarnishvili,7,7,0,7,5,1,27,Bronze medal,,187
Hungary,HUN,31589,Benedek Nádor,5,7,0,7,1,7,27,Bronze medal,,187
India,IND,31130,Vedant Saini,7,7,0,7,5,1,27,Bronze medal,,187
Kazakhstan,KAZ,32031,Yuriy Ten,7,6,0,7,6,1,27,Bronze medal,,187
North Macedonia,MKD,29098,Blazhe Suklevski,7,6,0,7,7,0,27,Bronze medal,,187
Norway,NOR,30385,Andreas Notøy,7,7,0,7,6,0,27,Bronze medal,,187
Peru,PER,31294,Joaquin Guerra,6,7,1,7,6,0,27,Bronze medal,,187
Peru,PER,32071,Flor Luna,7,7,2,7,4,0,27,Bronze medal,,187
Portugal,POR,30126,Leonardo Caiano Tavares,7,7,1,7,5,0,27,Bronze medal,,187
Serbia,SRB,30712,Milan Gelić,7,7,2,7,4,0,27,Bronze medal,,187
Taiwan,TWN,31817,Chi-An Chang,7,7,0,7,6,0,27,Bronze medal,,187
Taiwan,TWN,31818,Po-Shen Chang,7,7,0,7,5,1,27,Bronze medal,,187
Thailand,THA,31910,Tayakorn Suwanich,7,7,1,7,4,1,27,Bronze medal,,187
Uzbekistan,UZB,31550,Lazizbek Rajabboev,6,7,0,7,7,0,27,Bronze medal,,187
Argentina,ARG,29145,Bruno Ziger,2,7,2,7,7,1,26,Bronze medal,,214
Armenia,ARM,31993,Areg Mkrtchyan,7,7,0,7,5,0,26,Bronze medal,,214
Azerbaijan,AZE,30073,Elcin Musazade,7,7,1,7,4,0,26,Bronze medal,,214
Bosnia and Herzegovina,BIH,32061,Marko Dimitrić,7,7,0,7,5,0,26,Bronze medal,,214
Bosnia and Herzegovina,BIH,31250,Haris Imamović,7,4,0,7,6,2,26,Bronze medal,,214
Brazil,BRA,31880,Gabriel Torkomian,7,7,0,7,5,0,26,Bronze medal,,214
Czech Republic,CZE,30552,Michal Janík,7,7,0,7,5,0,26,Bronze medal,,214
Czech Republic,CZE,30338,Samuel Rosiar,6,7,1,7,5,0,26,Bronze medal,,214
Georgia,GEO,30794,Tornike Beria,5,7,0,7,7,0,26,Bronze medal,,214
Georgia,GEO,31784,Davit Kldiashvili,7,7,0,7,5,0,26,Bronze medal,,214
Indonesia,IDN,31898,Maulana Satya Adigama,7,7,0,7,5,0,26,Bronze medal,,214
Israel,ISR,31750,Guy Ostfeld,7,7,2,7,2,1,26,Bronze medal,,214
Macau,MAC,30354,Cheng In Cheung,7,7,0,7,5,0,26,Bronze medal,,214
Mexico,MEX,31782,Ana Illanes Martínez de la Vega,6,7,1,7,5,0,26,Bronze medal,,214
Saudi Arabia,SAU,31490,Mahdi Albaik,7,7,0,7,5,0,26,Bronze medal,,214
United Kingdom,UNK,31997,Sida Li,7,7,0,7,5,0,26,Bronze medal,,214
Argentina,ARG,31872,Felipe Klir,7,7,0,7,4,0,25,Bronze medal,,230
Belarus,BLR,31970,Raman Markavets,7,7,0,7,4,0,25,Bronze medal,,230
France,FRA,32013,Matthieu Vogel,7,7,2,7,2,0,25,Bronze medal,,230
Hungary,HUN,31593,Vilmos Molnár-Szabó,7,7,2,7,2,0,25,Bronze medal,,230
Hungary,HUN,31588,András József Terjék,7,7,0,7,3,1,25,Bronze medal,,230
Mexico,MEX,31781,Diego Alfonso Villarreal Grimaldo,7,7,0,7,3,1,25,Bronze medal,,230
Netherlands,NLD,30903,Jelle Bloemendaal,7,7,0,7,3,1,25,Bronze medal,,230
Portugal,POR,31982,Eduardo Henrique Gomes de Sousa Neto Guerreiro,7,7,0,7,3,1,25,Bronze medal,,230
Spain,ESP,31866,Jordi Ferré García,6,6,0,7,6,0,25,Bronze medal,,230
Spain,ESP,31865,Álvaro Gamboa Rodríguez,7,4,0,7,7,0,25,Bronze medal,,230
Spain,ESP,31112,Roger Lidón Ardanuy,7,7,1,7,3,0,25,Bronze medal,,230
Switzerland,SUI,31163,Bora Olmez,6,6,1,7,5,0,25,Bronze medal,,230
Taiwan,TWN,31213,Wei-Hua Yan,7,7,0,7,3,1,25,Bronze medal,,230
Ukraine,UKR,32130,Semen Andriiets,6,6,0,7,6,0,25,Bronze medal,,230
Ukraine,UKR,32117,Ivan Bortnovskyi,7,7,0,7,4,0,25,Bronze medal,,230
Ukraine,UKR,32139,Vadym Hassieiev,7,3,1,7,7,0,25,Bronze medal,,230
United States of America,USA,31808,Ram Goel,7,7,0,7,4,0,25,Bronze medal,,230
Armenia,ARM,31991,Arayi Khalatyan,7,7,0,7,3,0,24,Bronze medal,,247
Austria,AUT,30941,Tristan Löb,7,7,0,7,3,0,24,Bronze medal,,247
Belgium,BEL,29891,Zhichang Chen,7,7,0,7,3,0,24,Bronze medal,,247
Costa Rica,CRI,31102,Carlos Felipe Shum Apuy,7,7,0,7,3,0,24,Bronze medal,,247
Denmark,DEN,31623,Benjamin Boholt Hilton,7,7,0,7,3,0,24,Bronze medal,,247
Estonia,EST,32078,Bronislav Shatil,7,7,0,7,3,0,24,Bronze medal,,247
India,IND,31775,Kaustav Mishra,3,7,0,7,7,0,24,Bronze medal,,247
India,IND,31725,Atul Shatavart Nadig,7,7,2,1,7,0,24,Bronze medal,,247
Indonesia,IDN,31894,Evelyn Lianto,7,4,0,7,6,0,24,Bronze medal,,247
Indonesia,IDN,31075,Vanya Priscillia Bendatu,4,7,0,7,6,0,24,Bronze medal,,247
Lithuania,LTU,31790,Jurgis Kemeklis,7,7,0,7,3,0,24,Bronze medal,,247
Mexico,MEX,31779,Leonardo Mikel Cervantes Mateos,7,6,0,7,3,1,24,Bronze medal,,247
North Macedonia,MKD,31769,Jan Stojanovski,7,7,0,7,3,0,24,Bronze medal,,247
Peru,PER,31293,Eduardo Aragon,7,0,2,7,7,1,24,Bronze medal,,247
Philippines,PHI,32023,Mohammad Nur Casib,7,7,0,7,3,0,24,Bronze medal,,247
Republic of Moldova,MDA,31741,Dragoș Port,7,3,0,7,7,0,24,Bronze medal,,247
Saudi Arabia,SAU,30628,Muath Alghamdi,7,5,1,7,4,0,24,Bronze medal,,247
Serbia,SRB,32122,Andrija Živadinović,7,7,0,7,3,0,24,Bronze medal,,247
Slovakia,SVK,31617,Jakub Šošovička,7,7,1,7,2,0,24,Bronze medal,,247
Slovakia,SVK,31124,Matej Vasky,7,7,1,7,1,1,24,Bronze medal,,247
Switzerland,SUI,32072,Ricardo Olivo,7,7,1,7,2,0,24,Bronze medal,,247
United Kingdom,UNK,31998,George Zhou,7,5,1,7,2,2,24,Bronze medal,,247
Algeria,ALG,30974,Mohamed Wacyl Meddour,7,7,0,7,2,0,23,Bronze medal,,269
Austria,AUT,30036,Paul Hametner,7,6,0,7,3,0,23,Bronze medal,,269
Bangladesh,BGD,30997,Tahjib Hossain Khan,3,7,0,7,6,0,23,Bronze medal,,269
Belarus,BLR,31944,Tsitou Pavel,7,7,1,7,1,0,23,Bronze medal,,269
Croatia,HRV,32137,Matej Vojvodić,7,7,1,7,1,0,23,Bronze medal,,269
Hungary,HUN,31603,Márton Németh,7,7,0,7,1,1,23,Bronze medal,,269
Italy,ITA,32096,Daniele De Pietri,6,3,0,7,7,0,23,Bronze medal,,269
Macau,MAC,31219,Wang Iok Lin,7,7,0,7,2,0,23,Bronze medal,,269
Netherlands,NLD,30907,Kees den Tex,7,6,0,7,3,0,23,Bronze medal,,269
Philippines,PHI,29911,Raphael Dylan Dalida,7,7,1,1,7,0,23,Bronze medal,,269
Slovakia,SVK,31591,Viktor Balan,7,7,0,1,1,7,23,Bronze medal,,269
Slovakia,SVK,31609,Viktor Imrišek,7,7,0,7,2,0,23,Bronze medal,,269
Slovenia,SVN,32024,Matija Skrt,7,3,0,7,6,0,23,Bronze medal,,269
Spain,ESP,31867,Darío Martínez Ramírez,7,7,0,7,1,1,23,Bronze medal,,269
Sweden,SWE,31618,John Hedin,6,7,1,7,1,1,23,Bronze medal,,269
Syria,SYR,31412,Mouhammad Ali Hourieh,7,7,0,7,2,0,23,Bronze medal,,269
Türkiye,TUR,31669,Emre Osman,7,4,0,7,5,0,23,Bronze medal,,269
Albania,ALB,30102,Klevis Liperi,7,7,0,7,1,0,22,Honourable mention,,286
Belarus,BLR,31941,Matvey Vylegzhanin,7,7,0,7,1,0,22,Honourable mention,,286
Brazil,BRA,31882,Joao Pedro Ramos Viana Costa,7,1,0,7,7,0,22,Honourable mention,,286
Bulgaria,BGR,31859,Nicola Tsachev,7,7,0,7,1,0,22,Honourable mention,,286
Croatia,HRV,31004,Dorijan Lendvaj,7,7,2,1,1,4,22,Honourable mention,,286
Cyprus,CYP,31963,Theofanis Orfanou,7,7,0,7,1,0,22,Honourable mention,,286
Finland,FIN,29925,Sampo Siitonen,7,7,0,7,1,0,22,Honourable mention,,286
Kyrgyzstan,KGZ,30884,Tilek Askerbekov,7,7,0,7,1,0,22,Honourable mention,,286
Latvia,LVA,29398,Kims Georgs Pavlovs,5,7,0,7,3,0,22,Honourable mention,,286
Lithuania,LTU,31789,Tomas Babelis,7,7,0,7,1,0,22,Honourable mention,,286
Lithuania,LTU,30932,Benas Raišutis,7,7,0,7,1,0,22,Honourable mention,,286
