Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Singapore,SGP,31602,Wenhao Cheng,7,7,7,7,3,0,31,Silver medal,,55
Spain,ESP,33362,Ruben Mason Carpenter,7,7,3,7,7,0,31,Silver medal,,55
Taiwan,TWN,31817,Chi-An Chang,7,7,1,7,7,2,31,Silver medal,,55
Thailand,THA,31909,Worrawat Rungaramsin,7,7,7,7,3,0,31,Silver medal,,55
Ukraine,UKR,33812,Polina Henyk,7,7,7,7,3,0,31,Silver medal,,55
Vietnam,VNM,33702,Tuan Dung Hoang,7,7,7,7,3,0,31,Silver medal,,55
Australia,AUS,31762,William Cheah,7,7,4,7,3,2,30,Silver medal,,71
France,FRA,32053,Anatole Bouton,7,7,4,7,3,2,30,Silver medal,,71
Islamic Republic of Iran,IRN,33292,Sobhan Aram,7,7,7,7,0,2,30,Silver medal,,71
Islamic Republic of Iran,IRN,33293,Mohammadermia Ghaseri,7,7,7,7,2,0,30,Silver medal,,71
Peru,PER,33820,Angelo Farfan,7,7,1,7,5,3,30,Silver medal,,71
Republic of Korea,KOR,32003,Yuchan Jung,7,7,7,7,2,0,30,Silver medal,,71
Romania,ROU,31138,Radu-Andrei Lecoiu,7,7,7,7,2,0,30,Silver medal,,71
Taiwan,TWN,33716,Chi-En Chung,7,7,2,7,7,0,30,Silver medal,,71
Türkiye,TUR,30841,Barış Koyuncu,7,7,7,7,0,2,30,Silver medal,,71
Türkiye,TUR,30842,Şevket Onur Yılmaz,7,7,7,7,2,0,30,Silver medal,,71
United States of America,USA,33501,Maximus Lu,7,7,7,7,2,0,30,Silver medal,,71
Belarus,BLR,31941,Matvey Vylegzhanin,7,7,1,7,7,0,29,Silver medal,,82
Belarus,BLR,31942,Matsvei Zorka,7,7,7,7,1,0,29,Silver medal,,82
Brazil,BRA,31877,Rodrigo Salgado Domingos Porto,7,7,1,7,7,0,29,Silver medal,,82
Canada,CAN,33431,Dhruv Basu,7,1,7,7,7,0,29,Silver medal,,82
Germany,GER,31843,Boldizsár Mann,7,7,1,7,7,0,29,Silver medal,,82
Germany,GER,33570,Paul Jakob Schmidt,7,7,1,7,7,0,29,Silver medal,,82
Hungary,HUN,33262,Bernát Tarján,7,7,1,7,7,0,29,Silver medal,,82
India,IND,33405,Ananda Bhaduri,7,7,7,7,1,0,29,Silver medal,,82
India,IND,33406,Siddharth Choppara,7,7,1,7,7,0,29,Silver medal,,82
Indonesia,IDN,31895,Rafael Kristoforus Yanto,7,7,1,7,7,0,29,Silver medal,,82
Israel,ISR,33670,Avner Spira,7,1,7,7,7,0,29,Silver medal,,82
Israel,ISR,33672,Assaf Yacouel,7,1,7,7,7,0,29,Silver medal,,82
Philippines,PHI,29911,Raphael Dylan Dalida,7,7,2,7,6,0,29,Silver medal,,82
Philippines,PHI,33608,Jerome Austin Te,7,7,1,7,7,0,29,Silver medal,,82
Saudi Arabia,SAU,30629,Hadi Alaithan,7,7,1,7,7,0,29,Silver medal,,82
Singapore,SGP,31596,Drew Michael Terren Ramirez,7,7,1,7,7,0,29,Silver medal,,82
Slovakia,SVK,31617,Jakub Šošovička,7,7,1,7,7,0,29,Silver medal,,82
Taiwan,TWN,33560,Yu-An Cho,7,7,1,7,7,0,29,Silver medal,,82
Thailand,THA,33590,Patanasang Pinijpichitkul,7,7,1,7,7,0,29,Silver medal,,82
Türkiye,TUR,33645,Melek Güngör,7,7,7,7,0,1,29,Silver medal,,82
United Kingdom,UNK,33778,Thomas Kavanagh,7,7,1,7,7,0,29,Silver medal,,82
Vietnam,VNM,33703,Dinh Kien Nguyen,7,7,1,7,7,0,29,Silver medal,,82
Bosnia and Herzegovina,BIH,33782,Andrej Krčmar,7,7,0,7,7,0,28,Silver medal,,104
Brazil,BRA,33212,Leonardo Henrique Fakhreddine Maldonado,7,7,0,7,7,0,28,Silver medal,,104
C15,C15,33849,Pavel Prozorov,7,0,7,7,7,0,28,Silver medal,,104
Canada,CAN,31974,Kaixin Wang,7,0,7,7,7,0,28,Silver medal,,104
Finland,FIN,33695,Daniil Akimov,7,7,0,7,7,0,28,Silver medal,,104
Hong Kong,HKG,31153,Chun Hei Yiu,7,7,3,7,2,2,28,Silver medal,,104
Italy,ITA,32099,Pietro Gualdi,7,7,1,7,6,0,28,Silver medal,,104
Japan,JPN,33068,Yasuo Hayashi,7,7,3,7,2,2,28,Silver medal,,104
Kazakhstan,KAZ,33247,Raiymbek Baishuak,7,7,5,7,2,0,28,Silver medal,,104
Lithuania,LTU,30947,Paulius Aleknavičius,7,0,7,7,7,0,28,Silver medal,,104
Philippines,PHI,32029,Filbert Ephraim Wu,7,7,0,7,7,0,28,Silver medal,,104
Poland,POL,31629,Mateusz Gabzdyl,7,7,0,7,7,0,28,Silver medal,,104
South Africa,SAF,31786,Youkyum Kim,7,7,0,7,7,0,28,Silver medal,,104
Türkiye,TUR,33646,Serdar Bozdağ,7,7,3,7,2,2,28,Silver medal,,104
United Kingdom,UNK,33781,William Thomson,7,0,7,7,7,0,28,Silver medal,,104
Armenia,ARM,33138,Kamo Mirakyan,7,7,4,7,2,0,27,Silver medal,,119
Australia,AUS,31757,Christopher Tran,7,7,1,7,3,2,27,Silver medal,,119
Belarus,BLR,33542,Mikhail Raikhman,7,7,1,7,3,2,27,Silver medal,,119
Belarus,BLR,31943,Mikita Shutro,7,7,3,7,3,0,27,Silver medal,,119
Islamic Republic of Iran,IRN,33295,Mohammadparsa Jafarnejady,7,7,3,7,3,0,27,Silver medal,,119
Israel,ISR,33668,Ofer Bogoslavsky,5,7,5,7,2,1,27,Silver medal,,119
Serbia,SRB,30714,Mateja Vukelić,7,6,0,7,7,0,27,Silver medal,,119
Thailand,THA,33593,Nitiwit Sirimalaisuwan,7,7,4,7,2,0,27,Silver medal,,119
Türkiye,TUR,31668,Hakan Gökdoğan,7,7,4,7,2,0,27,Silver medal,,119
Argentina,ARG,31872,Felipe Klir,7,7,5,7,0,0,26,Silver medal,,128
Azerbaijan,AZE,31312,Fidan Garayeva,7,7,1,7,2,2,26,Silver medal,,128
Bulgaria,BGR,31858,Ivan Tagarev,7,7,1,7,2,2,26,Silver medal,,128
Cyprus,CYP,31965,Ara Mahdessian,7,7,3,7,2,0,26,Silver medal,,128
Islamic Republic of Iran,IRN,33297,Arvin Taheri,7,7,1,7,2,2,26,Silver medal,,128
Italy,ITA,33733,Simone Foti,7,7,0,7,5,0,26,Silver medal,,128
Japan,JPN,33072,Naoto Wakasugi,7,3,7,7,2,0,26,Silver medal,,128
Mexico,MEX,33272,Victor Manuel Bernal Ramírez,7,3,6,7,3,0,26,Silver medal,,128
Sweden,SWE,31618,John Hedin,7,7,0,7,3,2,26,Silver medal,,128
Armenia,ARM,31993,Areg Mkrtchyan,7,7,1,7,3,0,25,Silver medal,,137
Hungary,HUN,31603,Márton Németh,7,1,3,7,7,0,25,Silver medal,,137
Macau,MAC,31216,Chon Hou Ye,7,7,0,7,4,0,25,Silver medal,,137
Mexico,MEX,33273,Eric Ransom Treviño,7,7,2,7,2,0,25,Silver medal,,137
Netherlands,NLD,33833,Bas Capel,7,7,1,7,3,0,25,Silver medal,,137
North Macedonia,MKD,31770,Aleksij Tasikj,7,7,1,7,3,0,25,Silver medal,,137
Singapore,SGP,31600,Yan Xi Peh,7,7,1,7,3,0,25,Silver medal,,137
Taiwan,TWN,33556,Meng-Che Hsu,7,7,1,7,3,0,25,Silver medal,,137
Algeria,ALG,33676,Chams Eddine Abd El Ali Derreche,7,7,1,7,2,0,24,Bronze medal,,145
Armenia,ARM,33141,Aghasi Darbinyan,7,7,1,7,2,0,24,Bronze medal,,145
Australia,AUS,33306,Cloris Xu,7,7,1,7,2,0,24,Bronze medal,,145
Bangladesh,BGD,30995,Nujhat Ahmed Disha,7,7,3,7,0,0,24,Bronze medal,,145
Bangladesh,BGD,31878,S M A Nahian,7,7,1,7,2,0,24,Bronze medal,,145
Belarus,BLR,33546,Ivan Korshunau,7,7,1,7,2,0,24,Bronze medal,,145
Brazil,BRA,33209,Luís Felipe Pestana Giglio,7,7,1,7,2,0,24,Bronze medal,,145
Brazil,BRA,31879,Eduardo Henrique Rodrigues do Nascimento,7,3,1,7,4,2,24,Bronze medal,,145
Bulgaria,BGR,33757,Angel Hristov,7,7,1,7,2,0,24,Bronze medal,,145
Canada,CAN,33430,Haozhe Yang,7,7,0,7,3,0,24,Bronze medal,,145
Croatia,HRV,32135,Namik Agić,7,7,1,7,2,0,24,Bronze medal,,145
Estonia,EST,30735,Aleksei Ganyukov,7,7,1,7,2,0,24,Bronze medal,,145
Estonia,EST,32078,Bronislav Shatil,7,7,1,7,2,0,24,Bronze medal,,145
France,FRA,33396,Serge Bidallier,7,7,0,7,3,0,24,Bronze medal,,145
France,FRA,32016,Oscar Fischler,7,7,0,7,3,0,24,Bronze medal,,145
Georgia,GEO,30794,Tornike Beria,7,7,1,7,2,0,24,Bronze medal,,145
Greece,HEL,31048,Prodromos Fotiadis,7,7,1,7,2,0,24,Bronze medal,,145
Greece,HEL,30404,Orestis Lignos,7,7,1,7,2,0,24,Bronze medal,,145
Hong Kong,HKG,33553,Hok Lai Ng,7,0,3,7,7,0,24,Bronze medal,,145
Hungary,HUN,33256,Márton Lovas,7,7,1,7,2,0,24,Bronze medal,,145
Indonesia,IDN,33653,Rizky Rajendra Ananta Dewa,7,7,1,7,2,0,24,Bronze medal,,145
Islamic Republic of Iran,IRN,33296,Pouria Rahmani,7,7,1,7,2,0,24,Bronze medal,,145
Italy,ITA,33737,Enrico Zonta,3,7,0,7,7,0,24,Bronze medal,,145
Japan,JPN,33071,Keisuke Koide,7,1,0,7,7,2,24,Bronze medal,,145
Kazakhstan,KAZ,33249,Zhan Dautov,7,7,1,7,2,0,24,Bronze medal,,145
Kazakhstan,KAZ,33248,Vladimir Rogovskiy,7,7,0,7,3,0,24,Bronze medal,,145
Kazakhstan,KAZ,33252,Batyrkhan Sakenov,7,7,1,7,2,0,24,Bronze medal,,145
Netherlands,NLD,33834,Daan de Groot,7,5,0,7,5,0,24,Bronze medal,,145
Netherlands,NLD,31594,Mads Kok,7,3,0,7,7,0,24,Bronze medal,,145
Oman,OMN,30520,Al Waqas Mahmood Mohammed Al Khadhuri,7,7,1,7,2,0,24,Bronze medal,,145
Poland,POL,33616,Konstanty Smolira,7,3,0,7,7,0,24,Bronze medal,,145
Saudi Arabia,SAU,31490,Mahdi Albaik,7,7,1,7,2,0,24,Bronze medal,,145
Saudi Arabia,SAU,33014,Muath Alqahtani,7,7,1,7,2,0,24,Bronze medal,,145
Saudi Arabia,SAU,30631,Ali Alramadan,7,7,0,7,3,0,24,Bronze medal,,145
Serbia,SRB,32123,Aleksandar Višnjić,7,3,0,7,7,0,24,Bronze medal,,145
Ukraine,UKR,33814,Yevheniia Frankevych,7,7,0,7,3,0,24,Bronze medal,,145
Vietnam,VNM,33525,Dinh Toan Khuc,7,7,1,7,2,0,24,Bronze medal,,145
Vietnam,VNM,33701,Nguyen Thanh Danh Tran,7,7,1,7,2,0,24,Bronze medal,,145
Armenia,ARM,33140,Vahan Baghdasaryan,7,7,0,7,2,0,23,Bronze medal,,183
Australia,AUS,31760,Sizhe Pan,7,7,0,7,2,0,23,Bronze medal,,183
Belarus,BLR,31944,Pavel Tsitou,7,1,1,7,7,0,23,Bronze medal,,183
Belgium,BEL,32050,Pierre Akin Dürrüoglu,7,7,0,7,2,0,23,Bronze medal,,183
Bosnia and Herzegovina,BIH,33766,Vuk Janković,7,7,0,7,2,0,23,Bronze medal,,183
Bosnia and Herzegovina,BIH,31268,Ervin Macić,7,6,0,7,3,0,23,Bronze medal,,183
Brazil,BRA,33214,Felipe Makoto Shimamura Silva,7,7,0,7,2,0,23,Bronze medal,,183
Czech Republic,CZE,30338,Samuel Rosiar,7,1,1,7,7,0,23,Bronze medal,,183
Denmark,DEN,33359,Luna Skjernaa Mygind,7,0,3,7,6,0,23,Bronze medal,,183
Denmark,DEN,31626,Daniel Pham Nguyen,7,7,0,7,0,2,23,Bronze medal,,183
France,FRA,33513,Charles Dai,7,1,1,7,7,0,23,Bronze medal,,183
France,FRA,33528,Gaëtan Dautzenberg,7,7,0,7,2,0,23,Bronze medal,,183
Germany,GER,33569,Florian Elbrandt,7,5,1,7,3,0,23,Bronze medal,,183
Germany,GER,33571,Leonard Kottisch,7,7,1,1,7,0,23,Bronze medal,,183
Hong Kong,HKG,31938,Chong Ho Hsieh,7,0,6,7,3,0,23,Bronze medal,,183
Hong Kong,HKG,33552,Yung Ho Kwan,7,1,1,7,7,0,23,Bronze medal,,183
Hungary,HUN,33255,Csilla Fülöp,7,1,1,7,7,0,23,Bronze medal,,183
Italy,ITA,33736,Denis Tusca,7,7,0,7,2,0,23,Bronze medal,,183
Kazakhstan,KAZ,33250,Margulan Sharel,7,7,3,6,0,0,23,Bronze medal,,183
Mexico,MEX,33308,Luis Eduardo Martínez Aguirre,7,7,0,7,2,0,23,Bronze medal,,183
Mongolia,MNG,33352,Iveel Arvis,7,7,0,7,2,0,23,Bronze medal,,183
Mongolia,MNG,30663,Saikhanbileg Tsogtgerel,7,7,0,7,2,0,23,Bronze medal,,183
Netherlands,NLD,33837,Yanniek Nitescu,7,7,0,7,2,0,23,Bronze medal,,183
New Zealand,NZL,30784,Bufan Zhao,7,7,0,7,2,0,23,Bronze medal,,183
North Macedonia,MKD,33605,Nikola Cvetanoski,7,7,0,7,2,0,23,Bronze medal,,183
Peru,PER,33824,Sebastian Lozada,6,7,1,7,2,0,23,Bronze medal,,183
Poland,POL,33469,Michał Piotr Lipiec,7,7,0,7,2,0,23,Bronze medal,,183
Portugal,POR,32000,Rafael Martim Tavares Inácio,7,7,0,7,2,0,23,Bronze medal,,183
Slovakia,SVK,31611,Eliška Macáková,7,0,2,7,7,0,23,Bronze medal,,183
Slovenia,SVN,32024,Matija Skrt,7,7,0,7,2,0,23,Bronze medal,,183
Spain,ESP,31867,Darío Martínez Ramírez,7,1,0,7,7,1,23,Bronze medal,,183
Switzerland,SUI,31163,Bora Olmez,7,7,3,2,3,1,23,Bronze medal,,183
Syria,SYR,31412,Mouhammad Ali Hourieh,7,7,0,7,2,0,23,Bronze medal,,183
Taiwan,TWN,31818,Po-Shen Chang,7,1,1,7,7,0,23,Bronze medal,,183
Tunisia,TUN,33744,Adem Bizid,7,7,0,7,2,0,23,Bronze medal,,183
United Kingdom,UNK,31997,Sida Li,7,6,3,4,3,0,23,Bronze medal,,183
Uzbekistan,UZB,33400,Ozodbek Akhtamov,7,7,0,7,2,0,23,Bronze medal,,183
Bulgaria,BGR,31860,Bozhidar Dimitrov,7,7,1,7,0,0,22,Bronze medal,,220
Croatia,HRV,33694,Emanuel Tukač,7,1,0,7,7,0,22,Bronze medal,,220
Czech Republic,CZE,33315,Erik Ježek,7,1,0,7,7,0,22,Bronze medal,,220
Czech Republic,CZE,33316,Štěpán Mikéska,7,1,0,7,7,0,22,Bronze medal,,220
Finland,FIN,31702,Aino Aulanko,7,1,0,7,7,0,22,Bronze medal,,220
India,IND,31724,Adhitya Mangudy Venkata Ganesh,6,3,3,7,2,1,22,Bronze medal,,220
Indonesia,IDN,31894,Evelyn Lianto,7,1,0,7,7,0,22,Bronze medal,,220
Israel,ISR,33671,Yotam Amir,6,1,1,7,7,0,22,Bronze medal,,220
Italy,ITA,33732,Carlo Baronio,7,6,0,7,2,0,22,Bronze medal,,220
Latvia,LVA,33267,Ansis Gustavs Andersons,7,0,1,7,7,0,22,Bronze medal,,220
Latvia,LVA,32008,Margus Smotrovs,7,6,0,7,2,0,22,Bronze medal,,220
Netherlands,NLD,30905,Hylke Hoogeveen,7,3,0,7,5,0,22,Bronze medal,,220
Pakistan,PAK,31675,Ahmed Raza,7,7,1,7,0,0,22,Bronze medal,,220
Peru,PER,33822,Jose Rojas,7,7,1,7,0,0,22,Bronze medal,,220
Philippines,PHI,32028,Rickson Caleb Tan,7,1,1,7,6,0,22,Bronze medal,,220
Serbia,SRB,33731,Stefan Šebez,7,7,1,7,0,0,22,Bronze medal,,220
Ukraine,UKR,33813,Alisa Potomkina,7,6,1,2,6,0,22,Bronze medal,,220
Bosnia and Herzegovina,BIH,33784,Mirnes Fehrić,7,7,0,7,0,0,21,Bronze medal,,237
Bulgaria,BGR,33756,Vesselin Markovich,7,0,0,7,7,0,21,Bronze medal,,237
Cyprus,CYP,33773,Filippos Athos Chatzichristofi,7,7,0,7,0,0,21,Bronze medal,,237
Czech Republic,CZE,30552,Michal Janík,7,4,0,7,3,0,21,Bronze medal,,237
Estonia,EST,29906,Kristjan-Erik Kahu,7,3,1,3,7,0,21,Bronze medal,,237
Germany,GER,33576,Philipp Siegert,7,5,0,7,2,0,21,Bronze medal,,237
Greece,HEL,33690,Dionysios Petrakis,7,5,0,7,2,0,21,Bronze medal,,237
Iceland,ISL,30922,Benedikt Vilji Magnússon,6,1,0,7,7,0,21,Bronze medal,,237
Ireland,IRL,31022,Fionn Kimber O'Shea,7,0,0,7,7,0,21,Bronze medal,,237
Israel,ISR,32035,Ori Frankel,7,1,1,7,5,0,21,Bronze medal,,237
Macau,MAC,31219,Wang Iok Lin,5,7,0,7,2,0,21,Bronze medal,,237
Macau,MAC,31962,Kuok Wai U,7,1,1,7,5,0,21,Bronze medal,,237
Malaysia,MAS,31802,Min Heng Tan,7,0,0,7,7,0,21,Bronze medal,,237
Mexico,MEX,33309,Mateo Iván Latapí Acosta,7,0,0,7,7,0,21,Bronze medal,,237
Mongolia,MNG,33351,Nursoltan Khavalbolot,7,7,0,7,0,0,21,Bronze medal,,237
Netherlands,NLD,31545,Lance Bakker,7,4,0,7,3,0,21,Bronze medal,,237
Norway,NOR,31322,David Strømme Eikeland,7,0,0,7,7,0,21,Bronze medal,,237
Poland,POL,33615,Krzysztof Salata,7,0,1,6,7,0,21,Bronze medal,,237
Slovakia,SVK,31122,Martin Kopčány,7,1,2,7,4,0,21,Bronze medal,,237
Spain,ESP,31866,Jordi Ferré García,7,4,0,7,3,0,21,Bronze medal,,237
Spain,ESP,31112,Roger Lidón Ardanuy,3,4,0,7,7,0,21,Bronze medal,,237
Turkmenistan,TKM,33800,Selim Halykov,7,7,0,7,0,0,21,Bronze medal,,237
Algeria,ALG,30972,Youcef Kenane,7,7,1,1,2,2,20,Bronze medal,,259
Armenia,ARM,33139,Hamlet Petrosyan,7,3,0,7,3,0,20,Bronze medal,,259
Bangladesh,BGD,33462,Md Shahriar Hossain,7,3,1,7,2,0,20,Bronze medal,,259
Bulgaria,BGR,31223,Iliyas Noman,7,1,0,7,5,0,20,Bronze medal,,259
Colombia,COL,30194,Lorenzo Sarria,7,4,0,7,2,0,20,Bronze medal,,259
Hungary,HUN,31589,Benedek Nádor,7,3,1,7,2,0,20,Bronze medal,,259
India,IND,33408,Archit Manas,7,4,0,7,2,0,20,Bronze medal,,259
Latvia,LVA,31980,Alfrēds Saročinskis,7,4,0,7,2,0,20,Bronze medal,,259
Malaysia,MAS,30743,Kwong Weng Loh,7,4,0,7,2,0,20,Bronze medal,,259
Poland,POL,33470,Piotr Maksymilian Miernik,7,4,0,7,2,0,20,Bronze medal,,259
Republic of Moldova,MDA,31741,Dragoș Port,4,7,0,7,0,2,20,Bronze medal,,259
Serbia,SRB,32122,Andrija Živadinović,7,3,1,7,2,0,20,Bronze medal,,259
South Africa,SAF,30641,Minkyum Kim,5,1,0,7,7,0,20,Bronze medal,,259
Sri Lanka,LKA,28568,Hitihami Mudiyanselage Mihiru Anushka Bandara,7,1,3,7,2,0,20,Bronze medal,,259
Sweden,SWE,30835,Erik Hedin,7,1,3,7,2,0,20,Bronze medal,,259
Switzerland,SUI,33722,Jonah Osterwalder,7,1,0,7,5,0,20,Bronze medal,,259
Thailand,THA,33589,Thammarak Korsakulthum,7,3,0,7,3,0,20,Bronze medal,,259
Ukraine,UKR,33803,Volodymyr Chub,7,1,0,7,5,0,20,Bronze medal,,259
United Arab Emirates,UAE,33811,Sidharth Puthiyedathu Suresh,7,4,0,7,2,0,20,Bronze medal,,259
United Kingdom,UNK,33776,Hanks Chong,7,3,0,7,3,0,20,Bronze medal,,259
Belgium,BEL,33680,Robin Antoine,7,0,0,7,5,0,19,Bronze medal,,279
Bosnia and Herzegovina,BIH,31249,Benjamin Mujkić,7,3,0,7,2,0,19,Bronze medal,,279
Colombia,COL,32128,Mateo Lizcano,7,3,0,7,2,0,19,Bronze medal,,279
Costa Rica,CRI,31734,Gabriel Najmias Lang,7,3,0,7,2,0,19,Bronze medal,,279
Croatia,HRV,33693,Lara Semeš,7,0,3,7,2,0,19,Bronze medal,,279
Georgia,GEO,31783,Aleksandre Korkotashvili,7,1,1,7,3,0,19,Bronze medal,,279
Indonesia,IDN,33651,Evan Nathanael,7,3,0,7,2,0,19,Bronze medal,,279
Lithuania,LTU,31789,Tomas Babelis,7,1,1,7,3,0,19,Bronze medal,,279
Mongolia,MNG,33350,Tenuunsaikhan Batlkhagva,7,3,0,7,2,0,19,Bronze medal,,279
North Macedonia,MKD,30866,Nikola Spirovski,7,3,0,7,2,0,19,Bronze medal,,279
Norway,NOR,33416,Edvard Walde Heimdal,7,4,0,6,2,0,19,Bronze medal,,279
Philippines,PHI,32023,Mohammad Nur Casib,7,3,0,7,2,0,19,Bronze medal,,279
Republic of Moldova,MDA,29818,Dan Cernatinschi,7,3,0,7,2,0,19,Bronze medal,,279
Slovakia,SVK,33382,Adam Džavoronok,7,3,0,7,2,0,19,Bronze medal,,279
Slovakia,SVK,31609,Viktor Imrišek,7,3,0,7,2,0,19,Bronze medal,,279
Syria,SYR,31411,Saria Ramadan,7,3,0,7,2,0,19,Bronze medal,,279
Ukraine,UKR,32117,Ivan Bortnovskyi,7,3,0,7,2,0,19,Bronze medal,,279
Uzbekistan,UZB,31548,Anvarbek Rakhmatov,7,3,0,7,2,0,19,Bronze medal,,279
