team_id,team_name,student_ids,bmt_student_ids,school,state
047,,5887|5888,047A|047B,,
048,,358|1018|4058|5889|6019|6077,048F|048C|048E|048D|048B|048A,,California
049,,5890|5891,049C|049D,,
050,,152|6078|6079|6229,050E|050B|050D|050A,,
051,,2370|4387|5595|6200|6201,051A|051C|051D|051B|051F,,
052,,6080|6081|6230,052C|052D|052F,,
053,,268|379|1833|6020|6021,053C|053F|053A|053B|053E,,
054,CCA Conspiracy,338|377|992|1238|2511|6022,054A|054F|054B|054C|054D|054E,Canyon Crest Academy Math Team,
055,,2988|6082|6083,055A|055B|055E,,
057,,5104|5892|6084|6085|6181,057B|057C|057A|057F|057E,,California
058,,5893,058B,,
059,,4280|5802|5894|5895,059F|059E|059B|059D,,California
060,,5896|5897|6086|6182,060A|060C|060D|060F,,
061,,5803|5804|5898|5899,061B|061C|061A|061D,,
062,,5805|5806|6087|6088,062C|062D|062A|062B,,
063,,945|1894|4426|5807|6213,063F|063D|063B|063E|063C,,
064,,2444|6089,064C|064A,,California
065,,1774|1920|5808|6090,065B|065E|065A|065F,,
067,,4025|6091,067E|067D,,
068,,1716|1900|5900|5901|6183,068B|068C|068A|068D|068F,,California
069,,5809|5902|5903,069B|069A|069E,,
073,Bishop's Kumquats,1042|2505|6023|6024,073C|073F|073A|073E,,
074,,906|5810,074D|074B,,
076,,5811|5904|5905|5906,076D|076B|076C|076F,,
077,,1785|5719|5907|5908,077E|077C|077A|077D,,California
078,,1784|4466|6092,078C|078A|078D,,California
079,,274|1812|1813|3720|5756|6171,079F|079A|079D|079C|079B|079E,,California
080,,5909|5910|5911|6775,080C|080D|080E|080A,,
081,,5812|5912|5913,081B|081A|081D,,
082,,5914,082B,,
083,,1962|1963|2186|2191|2244|6093,083B|083C|083E|083D|083F|083A,,
084,,5915,084A,,
086,Pakgods,2507|5916|5917|6094,086F|086B|086D|086C,,
087,,3972|5918|5919,087B|087C|087F,,
088,,3596|6214|6222,088B|088E|088D,,
089,Cupertino High Gold,247|365|397|1329|6025|6095,089F|089E|089C|089A|089D|089B,,California
090,Cupertino High Black,3101|2504|5920,090F|090B|090A,,California
091,,1409|6096|6184|6185|6774,091C|091D|091B|091E|091A,,
092,,21|69|113|387|991|6026,092B|092F|092C|092A|092D|092E,,
093,Proof Narwhals,1065|1761|1762|2351|6097|6172,093D|093F|093B|093A|093E|093C,Proof School,California
094,,5813|5921|5922|5923,094D|094A|094B|094C,,
095,Proof Monkeys,1763|2352|2358|2362|6248,095F|095C|095B|095A|095E,,
096,,3787|5924|6027|6098|6099,096C|096A|096D|096E|096F,,
097,Carlmont Team Hatsune Miku,1076|1854|3634|3825|4192|6100,097C|097F|097A|097D|097E|097B,Carlmont High School,California
098,,5925|6101,098F|098C,,
099,,4472|5926,099A|099D,,California
101,,3914|6102|6186,101F|101B|101A,,
102,,4286|5814|5927,102F|102A|102B,,California
103,,6103|6173,103B|103E,,
104,,5815,104C,,
105,,5928|5929,105A|105B,,
106,,2329|5816|6223,106A|106B|106D,,California
107,,385|1660|1846|1848|6028|6187,107F|107B|107A|107C|107E|107D,,
108,MSJ Saturn,853|1262|1847|2787|5773|6104,108E|108F|108D|108A|108B|108C,Mission San Jose High School,California
109,,1743|3106|5930|6029|6105|6106,109F|109A|109E|109B|109C|109D,,
110,MSJ Jupiter,1771|1810|2510|3726|6188,110D|110F|110C|110E|110A,,California
111,,1459|5931,111E|111B,,
112,,5932|6030|6107,112A|112D|112C,,
113,,2209|2645|2660|4593|6031,113C|113D|113F|113A|113B,,
115,,5933,115C,,
116,,5934|5935,116D|116E,,
117,Think Overthinker,863|911|1224|3061|3130|5817,117C|117A|117F|117D|117E|117B,Think Academy Online,California
118,,4277|5177|5818|5819|5820,118E|118C|118A|118B|118D,,California
119,,5821|5822|5936|6108,119B|119E|119D|119A,,
120,Think Again,2498|5823|5824|5937|6109,120E|120A|120D|120C|120B,Think Academy Online,California
122,OC Math Team,1076|2501|4315|6032|6202,122B|122D|122C|122F|122A,,
123,,6110,123C,,
124,,5938|5939|6777,124B|124D|124A,,
125,,5825|6111|6112|6174,125B|125C|125E|125A,,
126,,1866|3782|6033|6113,126A|126B|126C|126D,,California
127,Saratoga 1,38|319|483|1926|6782,127D|127E|127F|127A|127B,Saratoga High School,California
128,,928|1224|6034|6231,128A|128D|128C|128B,,
129,,2221|6232,129A|129D,,
130,,3620,130C,,California
132,,5826,132B,,
134,,5940|6215,134A|134B,,
137,,5941,137B,,
138,,5827|5942|6778,138C|138E|138F,,
139,,5828|5829,139A|139C,,
140,,5943,140C,,
141,,3817|5944|5945|5946|6189,141B|141C|141D|141F|141E,,California
142,,4099|6114|6216|6217,142B|142C|142A|142D,,
143,,3844|6115|6281,143A|143D|143C,,
144,Washington Gold,7|43|205|1010|1082|6035,144F|144D|144C|144B|144E|144A,Seattle Infinity Math Circle,Washington
147,,2422|5830|5831|6780,147C|147B|147D|147A,,California
148,,5947|5948|6036|6190,148B|148D|148A|148C,,
150,,1872|1967|2420|2924,150F|150B|150D|150A,,
151,,2444|6116|6233,151E|151A|151D,,
152,,6770,152A,,
153,,1895|3768|5949,153B|153D|153E,,
154,,6117,154A,,
155,,1396|6118|6119|6234,155C|155A|155F|155E,,
156,,1064|1968|5950|6235,156B|156D|156E|156A,,
157,,6037|6120|6203|6224|6236|6237,157A|157F|157C|157E|157B|157D,,
158,,3673|3941|5951|5952|5953,158E|158D|158A|158C|158F,,California
159,,2425|6175|6225,159C|159A|159B,,
161,AlphaStar Jupiter,372|1794|2143|3128|4625|6176,161C|161D|161B|161A|161E|161F,,
162,AlphaStar Neptune,1793|2434|2503|3082|3684|6038,162C|162A|162E|162B|162F|162D,,
163,AlphaStar Mercury,5832|5833|5834|5954|5955|6039,163B|163C|163D|163A|163F|163E,AlphaStar Academy,California
164,AlphaStar Uranus,1722|2357|5835|5836|6040|6121,164C|164B|164A|164D|164F|164E,AlphaStar Academy,California
165,AlphaStar Saturn,9|357|665|884|931|972,165D|165B|165F|165A|165E|165C,AlphaStar Academy,California
166,AlphaStar Pluto (still beloved!),2367|2496|2499|4543|6122|6123,166F|166C|166D|166B|166A|166E,AlphaStar Academy,California
167,AlphaStar Mars,17|842|1770|1795|1801|5645,167B|167D|167F|167C|167E|167A,AlphaStar Academy,California
168,,5837|5838|5956,168A|168C|168B,,California
169,AlphaStar Venus,1359|1715|1718|2509|2717|4317,169B|169A|169C|169E|169F|169D,,
171,,6124|6125|6126|6218,171A|171B|171D|171C,,
172,,6127,172A,,
173,,5839,173B,,
174,,2580|2611|2649|2666|5840|5957,174D|174F|174A|174C|174B|174E,,
175,,6191,175C,,
176,,1777|2276|3850|6041|6042|6128,176C|176E|176A|176B|176F|176D,,
177,Harker Omicron,19|322|1286|1825|1938,177C|177A|177F|177D|177B,The Harker School,California
178,,5691|5751|5841|5958,178B|178C|178E|178A,,California
179,,3819|5959|6129|6752,179B|179A|179F|179C,,
180,Harker Omega,1397|1804|1822|1866|1939|6130,180B|180E|180F|180C|180D|180A,The Harker School,California
181,,2355|4442|5960|6131|6132,181F|181E|181D|181A|181C,,
182,,3627|5723|5842|5843|5961|6043,182F|182E|182A|182D|182B|182C,,California
183,,2372|5844|5962|6192,183A|183C|183F|183B,,California
184,,238|1802|1819|2165|6133|6219,184A|184E|184B|184C|184D|184F,,
186,,1875|1876|1943|6044|6134,186C|186E|186B|186A|186F,,
187,,4247|6135|6136,187B|187E|187F,,
188,,3938|5963|6137,188B|188F|188C,,California
190,,5777|6045|6046|6138|6204,190A|190E|190F|190C|190D,,
191,,3851|5964|5965|6047|6139,191E|191A|191C|191D|191F,,
193,,5966|6140|6193,193B|193C|193D,,
194,,3591|5777|5845|5967,194B|194C|194E|194A,,California
195,,5846|5847|5968,195C|195F|195B,,
196,,5969|5970,196B|196F,,
198,,5848|5849|5971|5972|5973,198A|198E|198B|198C|198D,,
199,BISV Team 1,341|1345|1726|1732|2433|2500,199A|199F|199B|199C|199D|199E,,
200,BISV Team 2,1723|1826|2361|2495|5717|6282,200D|200B|200C|200A|200E|200F,BISV,California
201,,1717|1729|1796|2376|6141,201B|201C|201A|201E|201D,,California
202,,932|1730|3626|5850|5851|5974,202C|202A|202D|202E|202F|202B,,
203,,5975|5976,203C|203E,,
204,,5977,204A,,
205,,1808|3602|6142,205A|205C|205B,,
206,Folsom High School,1002|4392|5978|6194,206E|206B|206C|206A,,California
208,,6779,208A,,
209,,822|5979|5980,209D|209A|209E,,
210,,2410|3741|4860|5981,210D|210C|210B|210E,,California
211,AV Ananas,25|261|894|1913|1914|2443,211C|211B|211E|211D|211A|211F,AV Math Team,
213,,6143,213D,,
214,,5982,214A,,
215,,4282,215A,,
216,,1745|1746|2170|5983|6144|6238,216C|216E|216D|216A|216F|216B,,California
217,,6145|6146|6773,217E|217F|217B,,
218,,3731|4155|4194|4204|6147,218B|218E|218A|218D|218C,,
219,,5852|5984|5985|6148|6149,219B|219A|219E|219C|219F,,
220,EDUBUS Pro,2497|5986,220E|220C,EDUBUS,California
221,Paly Trolls,880|1011|2409|4178|6150,221A|221D|221C|221E|221F,,
222,,6048|6049|6151|6772,222A|222C|222E|222B,,
223,,3170|5853|6152,223A|223E|223D,,
224,,1793|6153|6205,224A|224D|224C,,
226,,5987|5988,226A|226B,,
227,,1058|5989,227A|227C,,
228,,378|1056|1916|2198|6154|6155,228B|228F|228A|228E|228C|228D,,
229,,5990|6050|6195,229C|229A|229D,,
230,,1858|5854|6156|6157,230D|230A|230E|230F,,
231,,5049|5855|5991|5992,231A|231F|231B|231D,,
232,,5993|5994|6051|6771,232C|232D|232E|232A,,
233,,1903|5856,233B|233A,,
234,,5995|6196,234B|234F,,
235,,5996|5997,235B|235D,,
236,Monta Vista Team A,181|211|1817|1973|5623|6197,236E|236A|236B|236D|236C|236F,Monta Vista High School Math and Science Club,California
237,,5998|5999,237A|237C,,
238,,5704|5857|5858|6052,238F|238A|238E|238B,,California
240,,6000|6001|6158|6159|6160,240A|240E|240C|240D|240F,,
241,,1720|3842|4319|6002|6161,241E|241F|241A|241C|241B,,California
242,Lynbrook Wasabi,906|1051|1734|1742|1798|2508,242D|242E|242C|242A|242F|242B,Lynbrook High School,California
243,,1791|1797|2968|6162|6163,243A|243C|243F|243B|243D,,California
244,Lynbrook Matcha,1741|1925|2494|6053|6781,244D|244B|244F|244E|244C,Lynbrook High School,California
246,,6003,246B,,
248,,1650|1809|5703|5859|6164|6206,248B|248E|248D|248F|248A|248C,,
250,,6054,250C,,
251,,13|4350|5860|6004,251D|251A|251B|251E,,Texas
252,,6005|6006,252C|252F,,
254,,1699|5861,254D|254C,,California
255,,4014|5862|5863,255E|255A|255F,,California
256,,6007,256A,,
260,,6165,260E,,
262,,6008,262C,,
263,,6166,263C,,
264,,6009,264C,,
269,,6198,269B,,
